algorithm,day,waitlist_before,patients_resolved,new_requests,waitlist_after,satisfaction_rate,cycles_found,avg_cycle_length,max_cycle_length,avg_wait_days,max_wait_days,cross_requests_added,cross_resolved,solve_ms
Huitfeldt TTC,12,3791,24,40,3807,0.006331,10,2.4000,5,4.1667,12,0,0,23.1119
Huitfeldt TTC,13,3807,51,40,3796,0.013396,15,3.4000,7,5.5294,13,0,4,36.8811
Huitfeldt TTC,14,3796,38,40,3798,0.010011,11,3.4545,9,7.4474,14,0,3,31.9585
Huitfeldt TTC,15,3798,39,40,3799,0.010269,14,2.7857,5,6.5385,15,0,0,25.9300
Huitfeldt TTC,16,3799,24,40,3815,0.006317,10,2.4000,4,6.9583,16,3,0,25.0946
Huitfeldt TTC,17,3815,29,40,3826,0.007602,11,2.6364,4,7.8621,17,0,2,18.3424
Huitfeldt TTC,18,3826,33,40,3833,0.008625,14,2.3571,3,6.9697,18,0,0,27.2508
Huitfeldt TTC,19,3833,44,40,3829,0.011479,14,3.1429,5,6.8182,19,0,0,35.2416
Huitfeldt TTC,20,3829,40,40,3829,0.010447,15,2.6667,4,7.1500,20,0,0,26.8402
Exact Cardinality,1,20000,17121,40,2919,0.856050,6493,2.9791,16,1.0000,1,0,350,1128.2708
Exact Cardinality,2,2919,21,40,2938,0.007194,11,2.4545,4,1.4286,2,1,0,3.7870
Exact Cardinality,3,2938,15,40,2963,0.005106,7,2.7143,4,1.9333,3,0,0,3.1192
Exact Cardinality,4,2963,27,40,2976,0.009112,13,2.8462,5,2.3333,4,0,0,3.7109
Exact Cardinality,5,2976,17,40,2999,0.005712,6,2.8333,4,2.2941,5,0,0,2.9649
Exact Cardinality,6,2999,22,40,3017,0.007336,8,3.0000,4,3.1818,6,2,0,3.4255
Exact Cardinality,7,3017,34,40,3023,0.011269,12,3.6667,7,3.4412,7,0,2,4.3825
Exact Cardinality,8,3023,32,40,3031,0.010586,13,2.9231,5,3.8125,8,1,0,5.1547
Exact Cardinality,9,3031,37,40,3034,0.012207,15,3.4000,5,4.6486,9,0,0,6.0155
Exact Cardinality,10,3034,20,40,3054,0.006592,9,2.4444,4,4.4500,10,0,0,5.4051
Exact Cardinality,11,3054,38,40,3056,0.012443,14,3.7143,7,4.7895,11,1,0,7.1496
Exact Cardinality,12,3056,31,40,3065,0.010144,15,2.8667,6,5.0323,12,1,2,6.0352
Exact Cardinality,13,3065,26,40,3079,0.008483,10,3.8000,7,6.2308,13,0,0,5.5807
Exact Cardinality,14,3079,47,40,3072,0.015265,18,3.3889,6,4.9362,14,0,0,7.6225
Exact Cardinality,15,3072,38,40,3074,0.012370,14,3.5714,6,4.7895,15,2,0,5.0072
Exact Cardinality,16,3074,29,40,3085,0.009434,12,3.4167,6,4.1034,16,0,3,4.0362
Exact Cardinality,17,3085,41,40,3084,0.013290,15,3.0000,5,5.6098,17,1,0,4.5039
Exact Cardinality,18,3084,10,40,3114,0.003243,5,2.0000,2,6.7000,18,1,0,2.8466
Exact Cardinality,19,3114,29,40,3125,0.009313,12,2.9167,4,4.7241,19,2,0,4.5223
Exact Cardinality,20,3125,29,40,3136,0.009280,9,4.7778,11,6.5862,20,0,3,3.8185
Exact Priority,1,20000,15639,40,4401,0.781950,7878,2.2593,10,1.0000,1,1,326,203.5522
Exact Priority,2,4401,55,40,4386,0.012497,21,3.0000,5,1.6364,2,0,0,16.1399
Exact Priority,3,4386,61,40,4365,0.013908,27,3.0741,7,2.2951,3,1,0,15.0533
Exact Priority,4,4365,40,40,4365,0.009164,16,2.5000,5,2.6500,4,0,0,15.1862
Exact Priority,5,4365,54,40,4351,0.012371,22,3.0909,9,3.5741,5,1,2,14.9625
Exact Priority,6,4351,51,40,4340,0.011721,20,2.9500,5,3.8824,6,2,2,14.9415
Exact Priority,7,4340,50,40,4330,0.011521,21,3.2381,9,5.0800,7,0,3,14.0332
Exact Priority,8,4330,43,40,4327,0.009931,17,3.0000,6,5.3023,8,0,0,12.9679
Exact Priority,9,4327,27,40,4340,0.006240,10,3.3000,5,5.4444,9,1,0,13.2918
Exact Priority,10,4340,43,40,4337,0.009908,19,2.6842,5,6.4419,10,0,0,13.2719
Exact Priority,11,4337,39,40,4338,0.008992,14,3.5000,8,6.2564,11,0,0,12.7464
Exact Priority,12,4338,49,40,4329,0.011296,21,3.0000,5,7.4490,12,3,0,12.7224
Exact Priority,13,4329,36,40,4333,0.008316,16,3.1250,5,8.0278,13,0,2,12.8271
Exact Priority,14,4333,43,40,4330,0.009924,20,2.8500,5,8.8605,14,1,0,13.7930
Exact Priority,15,4330,33,40,4337,0.007621,15,3.1333,7,7.9091,15,0,0,14.1664
Exact Priority,16,4337,43,40,4334,0.009915,17,3.1176,8,9.4884,16,0,2,14.7922
Exact Priority,17,4334,38,40,4336,0.008768,15,2.8000,6,9.2632,17,0,0,12.6636
Exact Priority,18,4336,38,40,4338,0.008764,16,3.3750,6,9.7105,18,0,0,12.9156
Exact Priority,19,4338,42,40,4336,0.009682,17,3.1765,5,11.1190,19,0,0,19.8409
Exact Priority,20,4336,40,40,4336,0.009225,17,2.8235,4,10.5000,20,1,0,12.7524
