algorithm,num_patients,num_doctors,num_days,total_resolved,avg_daily_satisfaction_rate,avg_waitlist_size,min_waitlist_size,max_waitlist_size,final_waitlist_size,avg_cycles_per_day,avg_cycle_length_overall,resolved_count,resolved_avg_wait,resolved_std_wait,resolved_p50,resolved_p90,resolved_p95,resolved_p99,resolved_max,outstanding_count,outstanding_avg_wait,outstanding_p50,outstanding_p90,outstanding_p95,outstanding_p99,outstanding_max,overall_avg_wait,overall_max_wait,starvation_threshold_days,starved_resolved,starved_outstanding,num_districts,cross_district_prob,cross_added,within_added,cross_resolved_count,cross_resolved_avg,cross_resolved_p90,cross_resolved_p99,cross_resolved_max,within_resolved_count,within_resolved_avg,within_resolved_p90,within_resolved_p99,within_resolved_max,cross_outstanding_count,cross_outstanding_avg,within_outstanding_count,within_outstanding_avg,total_solve_ms,avg_solve_ms,max_solve_ms
Greedy DFS,100000,102,3650,60146,0.003992,5895.5756,972,10548,10554,4.4252,3.8703,60146,211.7123,418.7708,6,816,1257,1840,2392,10554,832.4053,756,1669,1852,2107,2339,304.3685,2392,90,18472,9711,6,0.1100,7843,62857,7078,159.4610,555,1695,2198,53068,218.6813,848,1850,2392,765,761.2824,9789,837.9635,39781.9444,10.8992,424.4441
Huitfeldt TTC,100000,102,3650,61630,0.004258,5230.6523,970,9073,9070,5.5186,3.0067,61630,80.4619,245.1042,5,185,411,1307,3623,9070,1558.2157,1434,3235,3535,3650,3650,270.0407,3650,90,10129,8440,6,0.1100,7909,62791,7035,126.0615,345,1662,3456,54595,74.5860,167,1258,3623,874,1316.5092,8196,1583.9906,94807.9149,25.9748,120.5087
Exact Cardinality,100000,102,3650,61987,0.004586,4974.1359,702,8710,8713,6.4455,3.4395,61987,112.0017,342.5862,5,277,695,1886,3631,8713,1286.9214,1124,2716,3084,3492,3650,256.7977,3650,90,10379,8133,6,0.1100,7783,62917,7374,100.2328,256,1485,3351,54613,113.5908,281,1930,3631,409,929.6210,8304,1304.5196,19685.8252,5.3934,920.0564
Exact Priority,100000,102,3650,60095,0.003904,5890.4233,1103,10603,10605,6.4764,3.0089,60095,216.7827,416.5017,6,844,1243,1789,2342,10605,798.9144,720,1618,1786,2015,2211,304.1025,2342,90,18862,9747,6,0.1100,7612,63088,6735,184.2373,676,1763,2172,53360,220.8906,860,1792,2342,877,818.5120,9728,797.1476,65820.1254,18.0329,63.3788
Util Linear,100000,102,3650,60982,0.004419,5360.2715,702,9719,9718,7.4877,2.9958,60982,191.8158,389.0849,5,691,1089,1795,3031,9718,809.5986,667,1743,2037,2457,3151,276.7325,3151,90,18586,8883,6,0.1100,7849,62851,6866,173.5182,613,1728,2876,54116,194.1373,700,1800,3031,983,800.3632,8735,810.6379,106205.4984,29.0974,7657.1267
