iter,best_score,incumbent_score
301,666,666
302,666,666
303,666,666
304,666,666
305,666,666
306,666,642
307,666,642
308,666,642
309,666,642
310,666,643
311,666,643
312,666,643
313,666,643
314,666,643
315,666,643
316,666,643
317,666,643
318,666,643
319,666,644
320,666,644
321,666,644
322,666,644
323,666,645
324,666,645
325,666,645
326,666,646
327,666,646
328,666,646
329,666,646
330,666,646
331,666,645
332,666,645
333,666,622
334,666,622
335,666,622
336,666,622
337,666,622
338,666,622
339,666,622
340,666,622
341,666,622
342,666,622
343,666,622
344,666,623
345,666,623
346,666,624
347,666,624
348,666,625
349,666,625
350,666,625
351,666,625
352,666,625
353,666,625
354,666,625
355,666,625
356,666,625
357,666,625
358,666,625
359,666,625
360,666,625
361,666,625
362,666,625
363,666,625
364,666,625
365,666,625
366,666,625
367,666,625
368,666,646
369,666,646
370,666,646
371,666,646
372,666,646
373,666,646
374,666,646
375,666,646
376,666,646
377,666,647
378,666,647
379,666,647
380,666,647
381,666,647
382,666,647
383,666,647
384,666,647
385,666,647
386,666,647
387,666,647
388,666,647
389,666,647
390,666,647
391,666,647
392,666,647
393,666,647
394,666,647
395,666,647
396,666,647
397,666,647
398,666,647
399,666,647
400,666,647
401,666,647
402,666,647
403,666,647
404,666,647
405,666,647
406,666,647
407,666,647
408,666,647
409,666,647
410,666,647
411,666,647
412,666,647
413,666,647
414,666,647
415,666,647
416,666,647
417,666,647
418,666,647
419,666,647
420,666,647
421,666,647
422,666,647
423,666,647
424,666,647
425,666,647
426,666,647
427,666,647
428,666,647
429,666,647
430,666,647
431,666,647
432,666,647
433,666,647
434,666,647
435,666,647
436,666,647
437,666,647
438,666,647
439,666,647
440,666,647
441,666,647
442,666,647
443,666,647
444,666,647
445,666,646
446,666,646
447,666,646
448,666,646
449,666,646
450,666,646
451,666,646
452,666,646
453,666,646
454,666,646
455,666,647
456,666,647
457,666,647
458,666,647
459,666,647
460,666,647
461,666,647
462,666,647
463,666,647
464,666,647
465,666,647
466,666,646
467,666,646
468,666,646
469,666,646
470,666,646
471,666,646
472,666,646
473,666,646
474,666,646
475,666,647
476,666,647
477,666,647
478,666,651
479,666,651
480,666,651
481,666,651
482,666,651
483,666,651
484,666,651
485,666,651
486,666,651
487,666,651
488,666,651
489,666,651
490,666,651
491,666,651
492,666,651
493,666,651
494,666,651
495,666,651
496,666,651
497,666,651
498,666,651
499,666,651
500,666,651
501,666,651
502,666,652
503,666,652
504,666,652
505,666,652
506,666,652
507,666,652
508,666,652
509,666,652
510,666,652
511,666,652
512,666,653
513,666,653
514,666,653
515,666,652
516,666,652
517,666,652
518,666,652
519,666,652
520,666,652
521,666,652
522,666,652
523,666,652
524,666,652
525,666,652
526,666,652
527,666,652
528,666,652
529,666,652
530,666,652
531,666,652
532,666,652
533,666,652
534,666,652
535,666,652
536,666,652
537,666,652
538,666,652
539,666,652
540,666,652
541,666,652
542,666,652
543,666,653
544,666,653
545,666,653
546,666,653
547,666,653
548,666,653
549,666,653
550,666,653
551,666,653
552,666,653
553,666,653
554,666,653
555,666,653
556,666,653
557,666,653
558,666,653
559,666,653
560,666,654
561,666,654
562,666,655
563,666,655
564,666,655
565,666,655
566,666,655
567,666,655
568,666,655
569,666,655
570,666,655
571,666,655
572,666,655
573,666,655
574,666,655
575,666,655
576,666,655
577,666,655
578,666,655
579,666,655
580,666,654
581,666,654
582,666,654
583,666,654
584,666,654
585,666,654
586,666,654
587,666,654
588,666,654
589,666,654
590,666,654
591,666,655
592,666,655
593,666,655
594,666,655
595,666,655
596,666,655
597,666,655
598,666,655
599,666,655
600,666,655
601,666,655
602,666,655
603,666,655
604,666,655
605,666,655
606,666,655
607,666,655
608,666,655
609,666,655
610,666,655
611,666,655
612,666,655
613,666,655
614,666,655
615,666,655
616,666,655
617,666,655
618,666,655
619,666,654
620,666,654
621,666,654
622,666,654
623,666,654
624,666,654
625,666,654
626,666,654
627,666,654
628,666,654
629,666,654
630,666,647
631,666,647
632,666,647
633,666,647
634,666,647
635,666,647
636,666,647
637,666,647
638,666,647
639,666,647
640,666,647
641,666,647
642,666,647
643,666,647
644,666,647
645,666,647
646,666,648
647,666,648
648,666,648
649,666,648
650,666,648
651,666,648
652,666,648
653,666,648
654,666,648
655,666,648
656,666,648
657,666,648
658,666,638
659,666,638
660,666,638
661,666,639
662,666,639
663,666,639
664,666,639
665,666,658
666,666,658
667,666,658
668,666,658
669,666,658
670,666,658
671,666,658
672,666,658
673,666,658
674,666,658
675,666,659
676,666,659
677,666,659
678,666,659
679,666,659
680,666,659
681,666,659
682,666,659
683,666,659
684,666,659
685,666,659
686,666,659
687,666,659
688,666,659
689,666,659
690,666,659
691,666,659
692,666,659
693,666,659
694,666,659
695,666,659
696,666,659
697,666,659
698,666,659
699,666,659
700,666,659
701,666,659
702,666,659
703,666,659
704,666,666
705,666,666
706,666,666
707,666,666
708,666,666
709,666,666
710,666,659
711,666,659
712,666,659
713,666,659
714,666,659
715,666,659
716,666,659
717,666,659
718,666,659
719,666,659
720,666,659
721,666,659
722,666,659
723,666,659
724,666,659
725,666,659
726,666,659
727,666,659
728,666,659
729,666,659
730,666,659
731,666,659
732,666,659
733,666,659
734,666,659
735,666,659
736,666,659
737,666,659
738,666,659
739,666,659
740,666,659
741,666,659
742,666,659
743,666,659
744,666,659
745,666,659
746,666,659
747,666,659
748,666,659
749,666,659
750,666,659
751,666,659
752,666,659
753,666,659
754,666,659
755,666,659
756,666,659
757,666,659
758,666,659
759,666,659
760,666,659
761,666,659
762,666,659
763,666,659
764,666,659
765,666,659
766,666,659
767,670,670
768,670,670
769,670,670
770,670,670
771,670,670
772,670,670
773,670,670
774,670,670
775,670,670
776,670,670
777,670,670
778,670,670
779,670,670
780,670,670
781,670,670
782,670,670
783,670,670
784,670,670
785,670,670
786,670,670
787,670,670
788,670,670
789,670,670
790,670,670
791,670,670
792,670,670
793,670,670
794,670,670
795,670,670
796,670,670
797,670,670
798,670,670
799,670,651
800,670,650
801,670,650
802,670,650
803,670,650
804,670,649
805,670,649
806,670,649
807,670,649
808,670,649
809,670,649
810,670,649
811,670,649
812,670,649
813,670,649
814,670,649
815,670,649
816,670,649
817,670,648
818,670,648
819,670,648
820,670,648
821,670,648
822,670,648
823,670,648
824,670,660
825,670,660
826,670,660
827,670,660
828,670,660
829,670,660
830,670,660
831,670,660
832,670,660
833,670,660
834,670,660
835,670,660
836,670,660
837,670,660
838,670,660
839,670,660
840,670,660
841,670,660
842,670,660
843,670,660
844,670,660
845,670,660
846,670,660
847,670,660
848,670,660
849,670,660
850,670,660
851,670,660
852,670,660
853,670,660
854,670,660
855,670,660
856,670,660
857,670,661
858,670,661
859,670,661
860,670,661
861,670,661
862,670,662
863,670,662
864,670,662
865,670,662
866,670,662
867,670,662
868,670,662
869,670,662
870,670,662
871,670,662
872,670,662
873,670,662
874,670,662
875,670,662
876,670,662
877,670,662
878,670,662
879,670,662
880,670,662
881,670,662
882,670,662
883,670,662
884,670,662
885,670,662
886,670,669
887,670,669
888,670,669
889,670,669
890,670,669
891,670,670
892,670,670
893,670,670
894,670,670
895,670,670
896,670,670
897,670,670
898,670,670
899,670,670
900,670,670
901,670,670
902,670,670
903,670,670
904,670,670
905,670,670
906,670,670
907,670,670
908,670,670
909,670,670
910,670,670
911,670,670
912,670,670
913,670,670
914,670,670
915,670,670
916,670,670
917,670,670
918,670,670
919,670,670
920,670,670
921,670,670
922,670,670
923,670,670
924,670,668
925,670,668
926,670,668
927,670,668
928,670,668
929,670,645
930,670,645
931,670,666
932,670,666
933,670,666
934,670,666
935,670,666
936,670,667
937,670,667
938,670,667
939,670,667
940,670,667
941,670,667
942,670,667
943,670,667
944,670,667
945,670,667
946,670,667
947,670,667
948,670,667
949,670,667
950,670,667
951,670,667
952,670,667
953,670,667
954,670,667
955,670,667
956,670,667
957,670,667
958,670,667
959,670,667
960,670,667
961,670,667
962,670,667
963,670,667
964,670,667
965,670,667
966,670,667
967,670,667
968,670,668
969,670,668
970,670,668
971,670,668
972,670,668
973,670,668
974,670,668
975,670,668
976,670,662
977,670,662
978,670,662
979,670,662
980,670,662
981,670,662
982,670,662
983,670,662
984,670,662
985,670,661
986,670,661
987,670,661
988,670,661
989,670,661
990,670,661
991,670,661
992,670,661
993,670,660
994,670,660
995,670,660
996,670,660
997,670,660
998,670,660
999,670,660
1000,670,660
1001,670,660
1002,670,660
1003,670,660
1004,670,660
1005,670,660
1006,670,660
1007,670,660
1008,670,660
1009,670,660
1010,670,660
1011,670,660
1012,670,660
1013,670,660
1014,670,660
1015,670,660
1016,670,660
1017,670,660
1018,670,660
1019,670,660
1020,670,660
1021,670,661
1022,670,661
1023,670,661
1024,670,661
1025,670,661
1026,670,661
1027,670,661
1028,670,661
1029,671,671
1030,672,672
1031,672,672
1032,672,672
1033,672,672
1034,672,672
1035,672,672
1036,672,672
1037,672,672
1038,672,672
1039,672,672
1040,673,673
1041,673,673
1042,673,673
1043,673,673
1044,673,673
1045,673,673
1046,673,673
1047,673,673
1048,673,673
1049,673,673
1050,673,673
1051,673,673
1052,673,673
1053,673,673
1054,673,673
1055,673,673
1056,673,673
1057,673,673
1058,673,673
1059,673,673
1060,673,673
1061,673,673
1062,673,673
1063,673,673
1064,673,673
1065,673,673
1066,673,673
1067,673,673
1068,673,673
1069,674,674
1070,674,674
1071,674,674
1072,674,674
1073,674,674
1074,674,674
1075,674,674
1076,674,674
1077,674,674
1078,674,674
1079,674,674
1080,674,674
1081,674,674
1082,674,674
1083,674,674
1084,674,674
1085,674,674
1086,674,674
1087,674,674
1088,674,674
1089,674,674
1090,674,674
1091,675,675
1092,675,675
1093,675,675
1094,675,675
1095,675,675
1096,675,675
1097,675,675
1098,675,675
1099,675,675
1100,675,675
1101,675,675
1102,675,675
1103,675,675
1104,675,627
1105,675,627
1106,675,627
1107,675,627
1108,675,627
1109,675,640
1110,675,640
1111,675,640
1112,675,640
1113,675,640
1114,675,640
1115,675,640
1116,675,640
1117,675,640
1118,675,640
1119,675,640
1120,675,640
1121,675,639
1122,675,639
1123,675,639
1124,675,639
1125,675,639
1126,675,639
1127,675,639
1128,675,639
1129,675,639
1130,675,640
1131,675,640
1132,675,640
1133,675,640
1134,675,640
1135,675,640
1136,675,640
1137,675,640
1138,675,640
1139,675,640
1140,675,640
1141,675,640
1142,675,641
1143,675,641
1144,675,641
1145,675,641
1146,675,641
1147,675,641
1148,675,641
1149,675,641
1150,675,641
1151,675,641
1152,675,641
1153,675,641
1154,675,641
1155,675,641
1156,675,641
1157,675,641
1158,675,641
1159,675,641
1160,675,641
1161,675,641
1162,675,642
1163,675,642
1164,675,642
1165,675,642
1166,675,642
1167,675,642
1168,675,642
1169,675,642
1170,675,642
1171,675,642
1172,675,642
1173,675,642
1174,675,642
1175,675,642
1176,675,642
1177,675,642
1178,675,642
1179,675,642
1180,675,642
1181,675,642
1182,675,642
1183,675,642
1184,675,642
1185,675,642
1186,675,642
1187,675,642
1188,675,642
1189,675,642
1190,675,642
1191,675,642
1192,675,642
1193,675,642
1194,675,642
1195,675,642
1196,675,642
1197,675,642
1198,675,642
1199,675,642
1200,675,642
1201,675,642
1202,675,641
1203,675,641
1204,675,641
1205,675,641
1206,675,641
1207,675,641
1208,675,641
1209,675,641
1210,675,640
1211,675,640
1212,675,640
1213,675,640
1214,675,653
1215,675,653
1216,675,653
1217,675,653
1218,675,653
1219,675,653
1220,675,653
1221,675,653
1222,675,645
1223,675,645
1224,675,645
1225,675,645
1226,675,644
1227,675,644
1228,675,645
1229,675,645
1230,675,645
1231,675,645
1232,675,645
1233,675,644
1234,675,644
1235,675,644
1236,675,644
1237,675,644
1238,675,644
1239,675,644
1240,675,644
1241,675,644
1242,675,644
1243,675,645
1244,675,645
1245,675,645
1246,675,645
1247,675,646
1248,675,646
1249,675,646
1250,675,646
1251,675,646
1252,675,646
1253,675,646
1254,675,646
1255,675,646
1256,675,646
1257,675,646
1258,675,647
1259,675,647
1260,675,647
1261,675,647
1262,675,647
1263,675,646
1264,675,646
1265,675,646
1266,675,646
1267,675,646
1268,675,646
1269,675,646
1270,675,646
1271,675,646
1272,675,646
1273,675,646
1274,675,646
1275,675,646
1276,675,646
1277,675,646
1278,675,646
1279,675,646
1280,675,646
1281,675,646
1282,675,646
1283,675,646
1284,675,646
1285,675,646
1286,675,646
1287,675,646
1288,675,646
1289,675,646
1290,675,646
1291,675,646
1292,675,646
1293,675,646
1294,675,633
1295,675,633
1296,675,633
1297,675,633
1298,675,633
1299,675,633
1300,675,633
1301,675,633
1302,675,633
1303,675,633
1304,675,633
1305,675,632
1306,675,632
1307,675,632
1308,675,632
1309,675,632
1310,675,632
1311,675,632
1312,675,631
1313,675,631
1314,675,631
1315,675,631
1316,675,631
1317,675,631
1318,675,631
1319,675,631
1320,675,631
1321,675,631
1322,675,631
1323,675,631
1324,675,631
1325,675,631
1326,675,631
1327,675,631
1328,675,631
1329,675,631
1330,675,631
1331,675,631
1332,675,631
1333,675,631
1334,675,631
1335,675,631
1336,675,632
1337,675,632
1338,675,632
1339,675,632
1340,675,632
1341,675,632
1342,675,658
1343,675,658
1344,675,658
1345,675,658
1346,675,660
1347,675,660
1348,675,660
1349,675,657
1350,675,658
1351,675,658
1352,675,658
1353,675,658
1354,675,658
1355,675,658
1356,675,658
1357,675,658
1358,675,658
1359,675,658
1360,675,658
1361,675,658
1362,675,658
1363,675,658
1364,675,658
1365,675,659
1366,675,659
1367,675,659
1368,675,659
1369,675,660
1370,675,660
1371,675,660
1372,675,660
1373,675,660
1374,675,660
1375,675,660
1376,675,660
1377,675,660
1378,675,660
1379,675,660
1380,675,660
1381,675,660
1382,675,660
1383,675,660
1384,675,660
1385,675,660
1386,675,660
1387,675,663
1388,675,663
1389,675,663
1390,675,663
1391,675,662
1392,675,662
1393,675,662
1394,675,662
1395,675,662
1396,675,662
1397,675,662
1398,675,662
1399,675,662
1400,675,662
1401,675,662
1402,675,662
1403,675,663
1404,675,663
1405,675,663
1406,675,663
1407,675,663
1408,675,663
1409,675,663
1410,675,663
1411,675,664
1412,675,664
1413,675,664
1414,675,664
1415,675,664
1416,675,664
1417,675,664
1418,675,664
1419,675,664
1420,675,664
1421,675,664
1422,675,664
1423,675,664
1424,675,664
1425,675,664
1426,675,664
1427,675,664
1428,675,664
1429,675,664
1430,675,664
1431,675,664
1432,675,664
1433,675,664
1434,675,664
1435,675,664
1436,675,664
1437,675,664
1438,675,664
1439,675,664
1440,675,664
1441,675,664
1442,675,664
1443,675,664
1444,675,664
1445,675,664
1446,675,664
1447,675,664
1448,675,664
1449,675,664
1450,675,664
1451,675,664
1452,675,664
1453,675,664
1454,675,664
1455,675,664
1456,675,665
1457,675,665
1458,675,665
1459,675,665
1460,675,665
1461,675,665
1462,675,665
1463,675,665
1464,675,665
1465,675,665
1466,675,664
1467,675,664
1468,675,664
1469,675,664
1470,675,664
1471,675,664
1472,675,664
1473,675,664
1474,675,664
1475,675,664
1476,675,664
1477,675,664
1478,675,664
1479,675,664
1480,675,664
1481,675,664
1482,675,664
1483,675,664
1484,675,664
1485,675,664
1486,675,664
1487,675,664
1488,675,664
1489,675,664
1490,675,664
1491,675,664
1492,675,664
1493,675,664
1494,675,664
1495,675,664
1496,675,663
1497,675,663
1498,675,663
1499,675,650
1500,675,650
1501,675,675
1502,676,676
1503,676,676
1504,677,677
1505,677,677
1506,677,677
1507,677,677
1508,677,677
1509,677,677
1510,677,677
1511,677,677
1512,677,677
1513,677,677
1514,677,677
1515,677,677
1516,677,677
1517,677,677
1518,677,677
1519,677,677
1520,677,677
1521,677,677
1522,677,677
1523,677,677
1524,677,677
1525,677,677
1526,678,678
1527,678,678
1528,678,678
1529,678,678
1530,678,678
1531,678,678
1532,678,678
1533,678,678
1534,678,678
1535,678,678
1536,678,678
1537,678,678
1538,678,677
1539,678,677
1540,678,677
1541,678,677
1542,678,677
1543,678,677
1544,678,677
1545,678,677
1546,678,677
1547,678,677
1548,678,677
1549,678,677
1550,678,677
1551,678,677
1552,678,677
1553,678,677
1554,678,677
1555,678,677
1556,678,677
1557,678,655
1558,678,655
1559,678,655
1560,678,656
1561,678,656
1562,678,657
1563,678,657
1564,678,657
1565,678,658
1566,678,658
1567,678,658
1568,678,658
1569,678,658
1570,678,658
1571,678,658
1572,678,658
1573,678,658
1574,678,658
1575,678,658
1576,678,658
1577,678,657
1578,678,657
1579,678,656
1580,678,656
1581,678,656
1582,678,656
1583,678,656
1584,678,656
1585,678,656
1586,678,657
1587,678,657
1588,678,657
1589,678,658
1590,678,658
1591,678,659
1592,678,659
1593,678,659
1594,678,659
1595,678,659
1596,678,659
1597,678,659
1598,678,659
1599,678,659
1600,678,659
1601,678,659
1602,678,659
1603,678,659
1604,678,659
1605,678,659
1606,678,659
1607,678,659
1608,678,673
1609,678,673
1610,678,673
1611,678,673
1612,678,673
1613,678,673
1614,678,673
1615,678,673
1616,678,673
1617,678,673
1618,678,673
1619,678,673
1620,678,673
1621,678,673
1622,678,673
1623,678,673
1624,678,673
1625,678,673
1626,678,673
1627,678,673
1628,678,673
1629,678,673
1630,678,673
1631,678,673
1632,678,673
1633,678,673
1634,678,673
1635,678,674
1636,678,674
1637,678,674
1638,678,674
1639,678,674
1640,678,674
1641,678,674
1642,678,674
1643,678,674
1644,678,674
1645,678,674
1646,678,674
1647,678,674
1648,678,674
1649,678,674
1650,678,674
1651,678,674
1652,678,674
1653,678,674
1654,678,674
1655,678,674
1656,678,673
1657,678,673
1658,678,674
1659,678,646
1660,678,646
1661,678,646
1662,678,646
1663,678,646
1664,678,646
1665,678,647
1666,678,647
1667,678,647
1668,678,643
1669,678,643
1670,678,643
1671,678,644
1672,678,644
1673,678,644
1674,678,644
1675,678,644
1676,678,644
1677,678,644
1678,678,644
1679,678,644
1680,678,644
1681,678,644
1682,678,644
1683,678,644
1684,678,644
1685,678,644
1686,678,644
1687,678,644
1688,678,644
1689,678,644
1690,678,644
1691,678,644
1692,678,644
1693,678,644
1694,678,644
1695,678,645
1696,678,645
1697,678,645
1698,678,645
1699,678,645
1700,678,645
1701,678,645
1702,678,645
1703,678,645
1704,678,645
1705,678,645
1706,678,645
1707,678,658
1708,678,658
1709,678,658
1710,678,658
1711,678,658
1712,678,658
1713,678,659
1714,678,660
1715,678,660
1716,678,660
1717,678,660
1718,678,660
1719,678,660
1720,678,660
1721,678,660
1722,678,660
1723,678,660
1724,678,660
1725,678,661
1726,678,661
1727,678,661
1728,678,661
1729,678,661
1730,678,661
1731,678,661
1732,678,661
1733,678,661
1734,678,661
1735,678,662
1736,678,662
1737,678,663
1738,678,662
1739,678,663
1740,678,663
1741,678,663
1742,678,662
1743,678,662
1744,678,662
1745,678,662
1746,678,662
1747,678,662
1748,678,662
1749,678,662
1750,678,662
1751,678,662
1752,678,662
1753,678,662
1754,678,663
1755,678,663
1756,678,668
1757,678,669
1758,678,670
1759,678,670
1760,678,670
1761,678,670
1762,678,671
1763,678,671
1764,678,671
1765,678,672
1766,678,672
1767,678,672
1768,678,672
1769,678,672
1770,678,672
1771,678,672
1772,678,673
1773,678,673
1774,678,673
1775,678,673
1776,678,672
1777,678,673
1778,678,674
1779,678,675
1780,678,675
1781,678,674
1782,678,674
1783,678,674
1784,678,674
1785,678,675
1786,678,675
1787,678,675
1788,678,675
1789,678,675
1790,678,675
1791,678,675
1792,678,675
1793,678,675
1794,678,675
1795,678,675
1796,678,675
1797,678,674
1798,678,674
1799,678,675
1800,678,674
1801,678,674
1802,678,674
1803,678,674
1804,678,674
1805,678,674
1806,678,674
1807,678,674
1808,678,674
1809,678,675
1810,678,674
1811,678,673
1812,678,673
1813,678,673
1814,678,673
1815,678,647
1816,678,647
1817,678,647
1818,678,647
1819,678,668
1820,678,669
1821,678,669
1822,678,669
1823,678,669
1824,678,669
1825,678,669
1826,678,669
1827,678,669
1828,678,669
1829,678,669
1830,678,669
1831,678,659
1832,678,659
1833,678,660
1834,678,660
1835,678,661
1836,678,661
1837,678,666
1838,678,666
1839,678,666
1840,678,666
1841,678,666
1842,678,666
1843,678,666
1844,678,639
1845,678,638
1846,678,638
1847,678,638
1848,678,639
1849,678,639
1850,678,639
1851,678,639
1852,678,639
1853,678,639
1854,678,639
1855,678,639
1856,678,639
1857,678,639
1858,678,639
1859,678,639
1860,678,639
1861,678,669
1862,678,669
1863,678,669
1864,678,669
1865,678,669
1866,678,669
1867,678,669
1868,678,669
1869,678,669
1870,678,669
1871,678,669
1872,678,669
1873,678,669
1874,678,669
1875,678,669
1876,678,669
1877,678,669
1878,678,669
1879,678,669
1880,678,669
1881,678,669
1882,678,669
1883,678,669
1884,678,669
1885,678,669
1886,678,669
1887,678,669
1888,678,669
1889,678,668
1890,678,668
1891,678,668
1892,678,668
1893,678,668
1894,678,668
1895,678,668
1896,678,668
1897,678,668
1898,678,668
1899,678,668
1900,678,668
1901,678,668
1902,678,668
1903,678,668
1904,678,668
1905,678,668
1906,678,668
1907,678,669
1908,678,669
1909,678,669
1910,678,669
1911,678,669
1912,678,669
1913,678,669
1914,678,669
1915,678,669
1916,678,669
1917,678,669
1918,678,669
1919,678,669
1920,678,669
1921,678,669
1922,678,669
1923,678,669
1924,678,669
1925,678,669
1926,678,670
1927,678,670
1928,678,671
1929,678,671
1930,678,671
1931,678,671
1932,678,671
1933,678,671
1934,678,671
1935,678,671
1936,678,671
1937,678,671
1938,678,671
1939,678,671
1940,678,671
1941,678,671
1942,678,671
1943,678,671
1944,678,671
1945,678,671
1946,678,671
1947,678,671
1948,678,671
1949,678,671
1950,678,671
1951,678,671
1952,678,671
1953,678,671
1954,678,671
1955,678,671
1956,678,671
1957,678,671
1958,678,671
1959,678,671
1960,678,671
1961,678,671
1962,678,671
1963,678,671
1964,678,671
1965,678,672
1966,678,672
1967,678,671
1968,678,671
1969,678,671
1970,678,671
1971,678,671
1972,678,671
1973,678,671
1974,678,671
1975,678,671
1976,678,671
1977,678,671
1978,678,670
1979,678,670
1980,678,670
1981,678,670
1982,678,670
1983,678,670
1984,678,670
1985,678,669
1986,678,669
1987,678,669
1988,678,669
1989,678,669
1990,678,670
1991,678,670
1992,678,670
1993,678,670
1994,678,670
1995,678,670
1996,678,670
1997,678,669
1998,678,669
1999,678,669
2000,678,669
2001,678,669
2002,678,669
2003,678,669
2004,678,669
2005,678,669
2006,678,669
2007,678,669
2008,678,669
2009,678,670
2010,678,671
2011,678,671
2012,678,672
2013,678,672
2014,678,672
2015,678,671
2016,678,672
2017,678,672
2018,678,672
2019,678,673
2020,678,673
2021,678,673
2022,678,673
2023,678,673
2024,678,673
2025,678,673
2026,678,673
2027,678,674
2028,678,674
2029,678,674
2030,678,674
2031,678,674
2032,678,674
2033,678,674
2034,678,675
2035,678,675
2036,678,675
2037,678,675
2038,678,675
2039,678,675
2040,678,675
2041,678,675
2042,678,675
2043,678,675
2044,678,676
2045,678,676
2046,678,676
2047,678,676
2048,678,676
2049,678,676
2050,678,676
2051,681,681
2052,681,660
2053,681,660
2054,681,660
2055,681,660
2056,681,660
2057,681,660
2058,681,660
2059,681,660
2060,681,661
2061,681,666
2062,681,666
2063,681,666
2064,681,666
2065,681,666
2066,681,666
2067,681,666
2068,681,666
2069,681,666
2070,681,666
2071,681,666
2072,681,666
2073,681,666
2074,681,666
2075,681,666
2076,681,666
2077,681,666
2078,681,666
2079,681,666
2080,681,666
2081,681,666
2082,681,666
2083,681,666
2084,681,638
2085,681,638
2086,681,639
2087,681,664
2088,681,664
2089,681,664
2090,681,664
2091,681,664
2092,681,664
2093,681,664
2094,681,664
2095,681,664
2096,681,664
2097,681,664
2098,681,665
2099,681,665
2100,681,665
2101,681,665
2102,681,665
2103,681,665
2104,681,665
2105,681,665
2106,681,665
2107,681,665
2108,681,665
2109,681,666
2110,681,661
2111,681,661
2112,681,660
2113,681,660
2114,681,660
2115,681,660
2116,681,660
2117,681,660
2118,681,660
2119,681,660
2120,681,661
2121,681,661
2122,681,661
2123,681,661
2124,681,662
2125,681,662
2126,681,662
2127,681,662
2128,681,662
2129,681,662
2130,681,662
2131,681,662
2132,681,662
2133,681,662
2134,681,661
2135,681,661
2136,681,661
2137,681,661
