iter,best_score,incumbent_score
166,133522,133522
167,133522,133522
168,133522,133522
169,133522,133522
170,133522,133522
171,133522,133522
172,133522,133522
173,133522,133522
174,133522,133522
175,133522,133522
176,133522,133522
177,133522,133522
178,133522,133522
179,133522,133522
180,133522,133522
181,133522,133522
182,133522,133522
183,133522,133522
184,133522,133522
185,133522,133522
186,133522,133522
187,133522,133522
188,133522,133522
189,133522,133522
190,133522,133522
191,133522,133522
192,133522,133522
193,133522,133522
194,133522,133522
195,133522,133522
196,133522,133522
197,133522,133522
198,133522,133522
199,133522,133522
200,133522,133522
201,133522,133522
202,133522,133522
203,133522,133522
204,133522,133522
205,133522,133522
206,133522,133522
207,133522,133522
208,133522,133522
209,133522,133522
210,133522,133522
211,133522,133522
212,133522,133522
213,133522,133522
214,133522,133522
215,133522,133522
216,133522,133171
217,133522,133171
218,133522,133171
219,133522,133171
220,133522,133171
221,133522,133171
222,133522,133171
223,133522,133171
224,133522,133171
225,133522,133171
226,133522,133171
227,133522,133171
228,133522,133171
229,133522,133171
230,133522,133171
231,133522,133171
232,133522,133171
233,133522,132511
234,133522,132511
235,133522,132511
236,133522,132511
237,133522,132511
238,133522,132511
239,133522,132511
240,133522,132511
241,133522,132511
242,133522,132511
243,133522,132511
244,133522,132511
245,133522,132511
246,133522,132511
247,133522,132511
248,133522,132511
249,133522,132511
250,133522,132751
251,133522,132751
252,133522,132751
253,133522,132751
254,133522,132751
255,133522,132751
256,133522,132751
257,133522,132751
258,133522,132751
259,133522,132751
260,133522,132947
261,133522,132947
262,133522,132947
263,133522,132947
264,133522,132947
265,133522,132947
266,133522,132947
267,133522,132947
268,133522,132947
269,133522,132947
270,133522,132947
271,133522,132947
272,133522,132947
273,133522,132947
274,133522,132947
275,133522,132947
276,133522,132947
277,133522,132947
278,133522,132947
279,133522,132947
280,133522,132947
281,133522,132947
282,133522,132947
283,133522,132947
284,133522,132947
285,133522,132947
286,133522,132947
287,133522,132947
288,133522,132947
289,133522,132947
290,133522,132947
291,133522,132947
292,133522,132947
293,133522,132947
294,133522,132947
295,133522,132947
296,133522,132947
297,133522,132947
298,133522,132947
299,133522,132947
300,133522,132947
301,133522,132947
302,133522,132947
303,133522,132947
304,133522,132947
305,133522,132947
306,133522,132947
307,133522,132947
308,133522,132947
309,133522,133058
310,133522,133058
311,133522,133058
312,133522,133058
313,133522,133058
314,133522,133058
315,133522,133058
316,133522,132862
317,133522,132862
318,133522,132862
319,133522,132862
320,133522,132862
321,133522,132862
322,133522,132862
323,133522,132862
324,133522,132862
325,133522,132862
326,133522,132862
327,133522,132862
328,133522,132862
329,133522,132862
330,133522,132862
331,133522,132862
332,133522,132862
333,133522,132862
334,133522,133058
335,133522,133058
336,133522,133058
337,133522,133058
338,133522,133058
339,133522,133058
340,133522,133058
341,133522,133058
342,133522,133058
343,133522,133058
344,133522,133058
345,133522,133058
346,133522,133058
347,133522,133058
348,133522,133058
349,133522,133058
350,133522,133058
351,133522,133058
352,133522,133058
353,133522,133058
354,133522,133058
355,133522,133058
356,133522,133058
357,133522,133058
358,133522,133058
359,133522,133058
360,133522,133058
361,133522,133058
362,133522,133058
363,133522,133058
364,133522,132862
365,133522,132862
366,133522,132862
367,133522,133509
368,133522,133509
369,133522,132879
370,133522,132879
371,133522,132879
372,133522,132879
373,133522,132879
374,133522,132879
375,133522,132879
376,133522,132879
377,133522,132879
378,133522,132879
379,133522,132879
380,133522,132879
381,133522,132879
382,133522,132879
383,133522,132879
384,133522,132879
385,133522,132879
386,133522,132879
387,133522,132879
388,133522,132879
389,133522,132879
390,133522,132879
391,133522,132916
392,133522,133499
393,133522,133499
394,133522,133499
395,133522,133499
396,133522,133499
397,133522,133499
398,133522,133499
399,133522,133499
400,133522,133499
401,133522,133499
402,133522,133499
403,133522,133499
404,133522,133499
405,133522,133499
406,133522,133499
407,133522,133499
408,133522,133499
409,133522,133499
410,133522,133499
411,133522,133499
412,133522,133499
413,133522,133499
414,133522,133499
415,133522,133499
416,133522,133499
417,133522,133499
418,133522,133499
419,133522,133499
420,133522,133499
421,133522,133499
422,133522,133499
423,133522,133499
424,133522,133499
425,133522,133499
426,133522,133499
427,133522,133499
428,133522,133499
429,133522,133499
430,133522,133499
431,133522,133499
432,133522,133499
433,133522,133499
434,133522,133499
435,133522,133499
436,133522,133499
437,133522,133499
438,133522,133499
439,133522,133499
440,133522,133499
441,133522,133499
442,133522,133499
443,133522,133499
444,133522,133499
445,133522,133499
446,133522,133499
447,133522,133499
448,133522,133499
449,133522,133499
450,133522,133499
451,133522,133499
452,133522,133499
453,133522,133499
454,133522,133499
455,133522,133499
456,133522,133499
457,133522,133499
458,133522,133499
459,133522,133499
460,133522,133499
461,133522,133499
462,133522,133499
463,133522,133499
464,133522,133499
465,133522,133499
466,133522,133499
467,133522,133499
468,133522,133499
469,133522,133499
470,133522,133499
471,133522,133499
472,133522,133499
473,133522,133499
474,133522,133499
475,133522,133499
476,133522,133499
477,133522,133499
478,133522,133499
479,133522,133499
480,133522,132272
481,133522,132272
482,133522,132272
483,133522,132272
484,133522,132272
485,133522,132272
486,133578,133578
487,133578,133578
488,133578,133578
489,133578,133578
490,133578,133578
491,133578,133578
492,133578,133578
493,133578,133578
494,133578,133578
495,133578,133578
496,133578,133578
497,133578,133578
498,133578,133578
499,133578,133578
500,133578,133578
501,133578,133578
502,133578,133578
503,133578,133578
504,133578,133578
505,133578,133578
506,133578,133578
507,133578,133578
508,133578,133578
509,133578,133578
510,133578,133578
511,133578,133578
512,133578,133578
513,133578,133578
514,133578,133578
515,133578,133578
516,133578,133578
517,133578,133578
518,133578,133578
519,133578,133578
520,133578,133578
521,133578,133578
522,133578,133578
523,133578,133578
524,133578,133578
525,133578,133578
526,133578,133578
527,133578,133578
528,133578,133578
529,133578,133578
530,133578,133578
531,133578,133578
532,133578,133578
533,133578,133541
534,133578,133541
535,133578,133541
536,133578,133541
537,133578,133541
538,133578,133541
539,133752,133752
540,133752,133752
541,133752,133752
542,133752,133752
543,133752,133752
544,133752,133752
545,133752,133752
546,133752,133752
547,133752,133752
548,133752,133541
549,133752,133541
550,133752,133541
551,133752,133541
552,133752,133541
553,133752,133541
554,133752,133541
555,133752,133541
556,133752,133541
557,133848,133848
558,133848,133848
559,133848,133848
560,133848,133848
561,133848,133848
562,133848,133848
563,133848,133848
564,133848,133848
565,133848,133848
566,133848,133848
567,133848,133848
568,133848,133848
569,133848,133848
570,133848,133848
571,133848,133848
572,133848,133848
573,133848,133848
574,133848,133848
575,133848,133848
576,133848,133848
577,133848,133848
578,133848,133848
579,133848,133848
580,133848,133848
581,133848,133848
582,133848,133848
583,133848,133848
584,133848,133848
585,133848,133848
586,133848,133848
587,133848,133848
588,133848,133848
589,133848,133848
590,133848,133848
591,133848,133848
592,133848,133848
593,133848,133848
594,133848,133848
595,133848,133848
596,133848,133848
597,133848,133848
598,133848,133848
599,133848,133848
600,133848,133848
601,133848,133848
602,133848,133848
603,133848,133848
604,133848,133848
605,133848,133848
606,133848,133848
607,133848,133848
608,133848,133848
609,133848,133848
610,133848,133848
611,133848,133848
612,133848,133848
613,133848,133848
614,133848,133848
615,133848,133848
616,133848,133848
617,133848,133848
618,133848,133848
619,133848,133848
620,133848,133848
621,133848,133848
622,133848,133848
623,133848,133848
624,133848,133848
625,133848,133848
626,133848,133848
627,133848,133848
628,133848,133848
629,133848,133848
630,133848,133848
631,133848,133848
632,133848,133848
633,133848,133848
634,133848,133848
635,133848,133848
636,133848,133848
637,133848,133848
638,133848,133848
639,133848,133848
640,133848,133848
641,133848,133848
642,133848,133848
643,133848,133848
644,133848,133608
645,133848,133608
646,133848,133608
647,133848,133608
648,133848,133608
649,133848,133608
650,133848,133608
651,133848,133608
652,133848,133608
653,133848,133608
654,133848,133608
655,133848,133608
656,133848,133608
657,133848,133608
658,133848,133608
659,133848,133608
660,133848,133608
661,133863,133863
662,133863,133863
663,133863,133863
664,133863,133863
665,133863,133863
666,133863,133863
667,133863,133863
668,133863,133863
669,133863,133863
670,133863,133863
671,133863,133752
672,133863,133752
673,133863,133752
674,133863,133752
675,133863,133752
676,133863,133752
677,133863,133752
678,133863,133752
679,133863,133752
680,133863,133752
681,133863,133752
682,133863,133752
683,133863,133752
684,133863,133752
685,133863,133752
686,133863,133752
687,133863,133752
688,133863,133752
689,133863,133752
690,133863,133752
691,133863,133752
692,133863,133752
693,133863,133752
694,133863,133752
695,133863,133752
696,133863,133752
697,133863,133752
698,133863,133752
699,133863,133752
700,133863,133497
701,133863,133497
702,133863,133497
703,133863,133497
704,133863,133497
705,133863,133497
706,133863,133497
707,133863,133497
708,133863,133497
709,133863,133497
710,133863,133497
711,133863,133497
712,133863,133497
713,133863,133497
714,133863,133497
715,133863,133497
716,133863,133497
717,133863,133497
718,133863,133497
719,133863,133497
720,133863,133497
721,133863,133497
722,133863,133497
723,133863,133497
724,133863,133497
725,133863,133497
726,133863,133497
727,133863,133497
728,133863,133497
729,133863,133497
730,133863,133497
731,133863,133497
732,133863,133497
733,133863,133497
734,133863,133497
735,133863,133497
736,133863,133497
737,133863,133497
738,133863,133497
739,133863,133497
740,133863,133497
741,133863,133497
742,133863,133497
743,133863,133497
744,133863,133497
745,133863,133497
746,133863,133497
747,133863,133497
748,133863,133497
749,133863,133497
750,133863,133497
751,133863,133497
752,133863,133497
753,133863,133497
754,133863,133497
755,133863,133497
756,133863,133497
757,133863,133497
758,133863,133497
759,133863,133497
760,133863,132850
761,133863,132850
762,133863,132850
763,133863,132850
764,133863,132850
765,133863,132850
766,133863,132850
767,133863,132850
768,133863,132850
769,133863,132850
770,133863,132935
771,133863,132935
772,133863,132935
773,133863,132935
774,133863,132935
775,133863,132935
776,133863,132935
777,133863,132935
778,133863,132935
779,133863,132935
780,133863,132935
781,133863,132935
782,133863,132935
783,133863,132628
784,133863,132628
785,133863,132628
786,133863,132628
787,133863,132628
788,133863,132628
789,133863,132628
790,133863,132628
791,133863,133443
792,133863,133443
793,133863,133443
794,133863,133443
795,133863,133443
796,133863,133443
797,133863,133443
798,133863,133443
799,133863,133443
800,133863,133567
801,133863,133567
802,133863,133546
803,133863,133546
804,133863,133546
805,133863,133546
806,133863,133546
807,133863,133546
808,133863,133546
809,133863,133546
810,133863,133546
811,133863,133546
812,133863,133461
813,133863,133461
814,133863,133461
815,133863,133461
816,133863,133461
817,133863,133461
818,133863,133461
819,133863,133461
820,133863,133461
821,133863,133461
822,133863,133461
823,133863,133461
824,133863,133461
825,133863,133461
826,133863,132176
827,133863,132176
828,133863,132176
829,133863,132176
830,133863,132176
831,133863,132176
832,133863,132176
833,133863,132176
834,133863,132176
835,133863,132176
836,133863,132176
837,133863,132176
838,133863,132176
839,133863,132176
840,133863,132176
841,133863,132176
842,133863,132176
843,133863,132176
844,133863,132596
845,133863,132596
846,133863,132596
847,133863,132596
848,133863,132596
849,133863,132596
850,133863,132596
851,133863,132596
852,133863,132596
853,133863,132596
854,133863,132596
855,133863,132596
856,133863,132596
857,133863,132596
858,133863,132596
859,133863,132596
860,133863,132596
861,133863,132596
862,133863,132596
863,133863,132596
864,133863,132596
865,133863,132596
866,133863,132596
867,133863,132596
868,133863,132596
869,133863,132596
870,133863,132596
871,133863,132596
872,133863,132596
873,133863,132596
874,133863,132596
875,133863,132596
876,133863,132596
877,133863,132596
878,133863,132596
879,133863,132596
880,133863,132596
881,133863,132596
882,133863,132596
883,133863,132596
884,133863,132596
885,133863,132596
886,133863,132596
887,133863,132596
888,133863,132596
889,133863,132596
890,133863,132596
891,133863,132596
892,133863,132596
893,133863,132596
894,133863,132785
895,133863,132785
896,133863,132785
897,133863,132785
898,133863,132785
899,133863,132785
900,133863,132596
901,133863,132596
902,133863,132596
903,133863,132596
904,133863,132596
905,133863,132596
906,133863,132596
907,133863,132596
908,133863,132596
909,133863,132596
910,133863,132176
911,133863,132176
912,133863,132176
913,133863,132176
914,133863,132176
915,133863,132176
916,133863,132176
917,133863,132176
918,133863,132176
919,133863,132176
920,133863,132176
921,133863,133496
922,133863,133496
923,133863,133496
924,133863,132681
925,133863,132681
926,133863,132681
927,133863,132681
928,133863,132681
929,133863,132681
930,133863,132681
931,133863,132681
932,133863,132681
933,133863,132681
934,133863,132681
935,133863,132681
936,133863,132681
937,133863,132681
938,133863,132681
939,133863,132681
940,133863,132681
941,133863,132681
942,133863,132681
943,133863,132681
944,133863,132681
945,133863,132681
946,133863,132681
947,133863,132681
948,133863,132681
949,133863,132681
950,133863,132681
951,133863,132681
952,133863,132681
953,133863,132681
954,133863,132681
955,133863,132681
956,133863,132681
957,133863,132681
958,133863,132681
959,133863,132681
960,133863,132681
961,133863,132681
962,133863,132681
963,133863,132681
964,133863,132681
965,133863,132681
966,133863,132681
967,133863,132681
968,133863,132681
969,133863,132681
970,133863,132681
971,133863,132681
972,133863,132681
973,133863,132681
974,133863,132681
975,133863,132681
976,133863,132681
977,133863,132681
978,133863,132681
979,133863,132681
980,133863,132681
981,133863,132681
982,133863,132681
983,133863,132681
984,133863,132681
985,133863,132681
986,133863,132681
987,133863,132681
988,133863,132681
989,133863,132681
990,133863,132681
991,133863,132681
992,133863,132681
993,133863,132681
994,133863,132681
995,133863,132681
996,133863,132681
997,133863,132681
998,133863,132681
999,133863,132681
1000,133863,132681
1001,133863,132681
1002,133863,132681
1003,133863,132681
1004,133863,132681
1005,133863,132681
1006,133863,132681
1007,133863,132681
1008,133863,132681
1009,133863,132681
1010,133863,132681
1011,133863,132681
1012,133863,132681
1013,133863,132681
1014,133863,132681
1015,133863,132681
1016,133863,132681
1017,133863,132681
1018,133863,132681
1019,133863,132681
1020,133863,132681
1021,133863,132681
1022,133863,132681
1023,133863,132928
1024,133863,132928
1025,133863,132928
1026,133863,132804
1027,133863,132804
1028,133863,132804
1029,133863,132804
1030,133863,132804
1031,133863,132804
1032,133863,132804
1033,133863,132804
1034,133863,132804
1035,133863,132804
1036,133863,132804
1037,133863,132804
1038,133863,132804
1039,133863,132804
1040,133863,132804
1041,133863,132804
1042,133863,132804
1043,133863,132804
1044,133863,132804
1045,133863,132804
1046,133863,132804
1047,133863,132804
1048,133863,132804
1049,133863,132804
1050,133863,132804
1051,133863,132804
1052,133863,132804
1053,133863,132804
1054,133863,132804
1055,133863,132804
1056,133863,132804
1057,133863,132804
1058,133863,132804
1059,133863,132804
1060,133863,132804
1061,133863,132804
1062,133863,132804
1063,133863,132804
1064,133863,132804
1065,133863,133565
1066,133863,133565
1067,133863,133565
1068,133863,133565
1069,133863,133565
1070,133863,133565
1071,133863,133565
1072,133863,133565
1073,133863,133565
1074,133863,133565
1075,133863,133565
1076,133863,133318
1077,133863,133318
1078,133863,133318
1079,133863,133318
1080,133863,133318
1081,133863,133318
1082,133863,133318
1083,133863,133318
1084,133863,133318
1085,133863,133318
1086,133863,133318
1087,133863,133318
1088,133863,133318
1089,133863,133318
1090,133863,133318
1091,133863,133318
1092,133863,133318
1093,133863,133318
1094,133863,133318
1095,133863,133318
1096,133863,133318
1097,133863,133318
1098,133863,133318
1099,133863,133318
1100,133863,133318
1101,133863,133318
1102,133863,133318
1103,133863,133318
1104,133863,133318
1105,133863,133318
1106,133863,133318
1107,133863,133318
1108,133863,133318
1109,133863,133318
1110,133863,133318
1111,133863,133318
1112,133863,133318
1113,133863,133318
1114,133863,133318
1115,133863,133318
1116,133863,133318
1117,133863,133318
1118,133863,133318
1119,133863,133318
1120,133863,133318
1121,133863,133318
1122,133863,133318
1123,133863,133318
1124,133863,133318
1125,133863,133318
1126,133863,133318
1127,133863,133318
1128,133863,133318
1129,133863,133318
1130,133863,133318
1131,133863,133318
1132,133863,133318
1133,133863,133318
1134,133863,133318
1135,133863,133355
1136,133863,133355
1137,133863,133355
1138,133863,133355
1139,133863,133355
1140,133863,133355
1141,133863,133355
1142,133863,133355
1143,133863,133355
1144,133863,133355
1145,133863,133355
1146,133863,133355
1147,133863,133355
1148,133863,133355
1149,133863,133355
1150,133863,133355
1151,133863,133355
1152,133863,133355
1153,133863,133355
1154,133863,133355
1155,133863,133355
1156,133863,133355
1157,133863,133355
1158,133863,133355
1159,133863,133355
1160,133863,133355
1161,133863,133355
1162,133863,133355
1163,133863,133355
1164,133863,133355
1165,133863,133355
1166,133863,133355
1167,133863,133355
1168,133863,132594
1169,133863,132594
1170,133863,132594
1171,133863,132594
1172,133863,132557
1173,133863,132557
1174,133863,132557
1175,133863,132557
1176,133863,132557
1177,133863,132557
1178,133863,132557
1179,133863,132557
1180,133863,132557
1181,133863,132557
1182,133863,132557
1183,133863,132557
1184,133863,132557
1185,133863,132557
1186,133863,132557
1187,133863,132557
1188,133863,132557
1189,133863,132557
1190,133863,132557
1191,133863,132557
1192,133863,132557
1193,133863,132557
1194,133863,132757
1195,133863,132757
1196,133863,133285
1197,133863,133285
1198,133863,133285
1199,133863,133285
1200,133863,133285
1201,133863,133285
1202,133863,133285
1203,133863,133285
1204,133863,133285
1205,133863,133285
1206,133863,133285
1207,133863,133285
1208,133863,133285
1209,133863,133285
1210,133863,133085
1211,133863,133085
1212,133863,133085
1213,133863,133085
1214,133863,133085
1215,133863,133085
1216,133863,133085
1217,133863,133085
1218,133863,133085
1219,133863,133085
1220,133863,133085
1221,133863,133085
1222,133863,133085
1223,133863,133085
1224,133863,133085
1225,133863,133085
1226,133863,133085
1227,133863,133085
1228,133863,133085
1229,133863,133085
1230,133863,133085
1231,133863,133085
1232,133863,133085
1233,133863,133085
1234,133863,133085
1235,133863,133085
1236,133863,133085
1237,133863,133085
1238,133863,133085
1239,133863,133085
1240,133863,132904
1241,133863,132904
1242,133863,132904
1243,133863,132904
1244,133863,132904
1245,133863,132904
1246,133863,132904
1247,133863,132904
1248,133863,132904
1249,133863,132904
1250,133863,132904
1251,133863,132904
1252,133863,132904
1253,133863,132904
1254,133863,132904
1255,133863,132904
1256,133863,132904
1257,133863,132904
1258,133863,132376
1259,133863,132376
1260,133863,132376
1261,133863,132376
1262,133863,132376
1263,133863,132376
1264,133863,132376
1265,133863,132376
1266,133863,132376
1267,133863,132780
1268,133863,132780
1269,133863,132780
1270,133863,132780
1271,133863,132780
1272,133863,132780
1273,133863,132780
1274,133863,132780
1275,133863,132780
1276,133863,132780
1277,133863,132780
1278,133863,132780
1279,133863,132780
1280,133863,132780
1281,133863,132780
1282,133863,132780
1283,133863,132780
1284,133863,132780
1285,133863,132780
1286,133863,132780
1287,133863,132780
1288,133863,132780
1289,133863,132780
1290,133863,132780
1291,133863,132780
1292,133863,132780
1293,133863,132780
1294,133863,132780
1295,133863,132780
1296,133863,132780
1297,133863,132780
1298,133863,132780
1299,133863,132780
1300,133863,132780
1301,133863,132780
1302,133863,133278
1303,133863,133278
1304,133863,133278
1305,133863,133278
1306,133863,133278
1307,133863,133278
1308,133863,133278
1309,133863,133278
1310,133863,133278
1311,133867,133867
1312,133867,133867
1313,133867,133867
1314,133867,133867
1315,133867,133867
1316,133867,133867
1317,133867,133867
1318,133867,133867
1319,133867,133867
1320,133867,133867
1321,133867,133867
1322,133867,133867
1323,133867,133867
1324,133867,133867
1325,133867,133867
1326,133867,133867
1327,133867,133867
1328,133867,133867
1329,133867,133867
1330,133867,133867
1331,133867,133867
1332,133867,133867
1333,133867,133867
1334,133867,133867
1335,133867,133867
1336,133867,133867
1337,133867,133867
1338,133867,133867
1339,133867,133867
1340,133867,133867
1341,133867,133867
1342,133867,133867
1343,133867,133867
1344,133867,133867
1345,133867,133867
1346,133867,133867
1347,133867,133867
1348,133867,133867
1349,133867,133867
1350,133867,133867
1351,133867,133867
1352,133867,133867
1353,133867,133867
1354,133867,133867
1355,133867,133867
1356,133867,133867
1357,133948,133948
1358,133948,133948
1359,133948,133948
1360,133948,133948
1361,133948,133948
1362,133948,133948
1363,133948,133948
1364,133948,133948
1365,133948,133948
1366,133948,133948
1367,133948,133948
1368,133948,133948
1369,133948,133948
1370,133948,133948
1371,133948,133948
1372,133948,133948
1373,133948,133948
1374,133948,133948
1375,133948,133948
1376,133948,133948
1377,133948,133948
1378,133948,133948
1379,133948,133948
1380,133948,133948
1381,133948,133948
1382,133948,133948
1383,133948,133948
1384,133948,133948
1385,133948,133948
1386,133948,133948
1387,133948,133948
1388,133948,133948
1389,133948,133948
1390,133948,133948
1391,133948,133948
1392,133948,133948
1393,133948,133948
1394,133948,133948
1395,133948,133948
1396,133948,133948
1397,133948,133948
1398,133948,133948
1399,133948,133948
1400,133948,133948
1401,133948,133948
1402,133948,133948
1403,133948,133948
1404,133948,133948
1405,133948,133948
1406,133948,133948
1407,133948,133948
1408,133948,133948
1409,133948,133948
1410,133948,133948
1411,133948,133948
1412,133948,133948
1413,133948,133948
1414,133948,133948
1415,133948,133948
1416,133948,133948
1417,133948,133948
1418,133948,133948
1419,133948,133450
1420,133948,133450
1421,133948,133450
1422,133948,133450
1423,133948,133450
1424,133948,133450
1425,133948,133450
1426,133948,133450
1427,133948,133450
1428,133948,133450
1429,133948,133450
1430,133948,133450
1431,133948,133450
1432,133948,133450
1433,133948,133450
1434,133948,133450
1435,133948,133450
1436,133948,133450
1437,133948,133450
1438,133948,133450
1439,133948,133450
1440,133948,133450
1441,133948,133450
1442,133948,133450
1443,133948,133450
1444,133948,133450
1445,133948,133450
1446,133948,133450
1447,133948,133450
1448,133948,133450
1449,133948,133046
1450,133948,133046
1451,133948,133046
1452,133948,133046
1453,133948,133046
1454,133948,133046
1455,133948,133046
1456,133948,133046
1457,133948,133046
1458,133948,133046
1459,133948,133046
1460,133948,133046
1461,133948,133046
1462,133948,133046
1463,133948,133046
1464,133948,133046
1465,133948,133046
1466,133948,133046
1467,133948,133046
1468,133948,133046
1469,133948,133046
1470,133948,133046
1471,133948,133046
1472,133948,133046
1473,133948,133046
1474,133948,133046
1475,133948,133046
1476,133948,133302
1477,133948,133302
1478,133948,133302
1479,133948,133302
1480,133948,133302
1481,133948,133302
1482,133948,132620
1483,133948,132620
1484,133948,132620
1485,133948,132620
1486,133948,132620
1487,133948,132620
1488,133948,132620
1489,133948,132620
1490,133948,132620
1491,133948,132620
1492,133948,132620
1493,133948,132620
1494,133948,132620
1495,133948,132620
1496,133948,132620
1497,133948,132620
1498,133948,132620
1499,133948,132620
1500,133948,132620
1501,133948,132620
1502,133948,132620
1503,133948,132620
1504,133948,132620
1505,133948,132620
1506,133948,132620
1507,133948,132620
1508,133948,132620
1509,133948,132620
1510,133948,132620
1511,133948,132620
1512,133948,132620
1513,133948,132620
1514,133948,132620
1515,133948,133036
1516,133948,133036
1517,133948,133036
1518,133948,133036
1519,133948,133036
1520,133948,133036
1521,133948,133036
1522,133948,133036
1523,133948,133036
1524,133948,133036
1525,133948,133036
1526,133948,133036
1527,133948,133036
1528,133948,133036
1529,133948,133036
1530,133948,133036
1531,133948,133036
1532,133948,133036
1533,133948,133036
1534,133948,133036
1535,133948,133036
1536,133948,133036
1537,133948,133036
1538,133948,133036
1539,133948,133036
1540,133948,133036
1541,133948,133036
1542,133948,133358
1543,133948,133358
1544,133948,133358
1545,133948,133358
1546,133948,133358
1547,133948,133358
1548,133948,133358
1549,133948,133358
1550,133948,133358
1551,133948,133358
1552,133948,133358
1553,133948,133358
1554,133948,133358
1555,133948,132942
1556,133948,132942
1557,133948,132942
1558,133948,132942
1559,133948,132942
1560,133948,132942
1561,133948,132942
1562,133948,132942
1563,133948,132942
1564,133948,132942
1565,133948,132942
1566,133948,132942
1567,133948,132861
1568,133948,132861
1569,133948,132861
1570,133948,132861
1571,133948,132861
1572,133948,132861
1573,133948,132861
1574,133948,132861
1575,133948,132539
1576,133948,132539
1577,133948,132539
1578,133948,133181
1579,133948,133181
1580,133948,133181
1581,133948,133181
1582,133948,133181
1583,133948,133181
1584,133948,133181
1585,133948,133181
1586,133948,133181
1587,133948,133181
1588,133948,133181
1589,133948,133181
1590,133948,133181
1591,133948,133181
1592,133948,133181
1593,133948,133181
1594,133948,133401
1595,133948,133401
1596,133948,133401
1597,133948,133401
1598,133948,133401
1599,133948,133401
1600,133948,133401
1601,133948,133401
1602,133948,133401
1603,133948,133401
1604,133948,133181
1605,133948,133181
1606,133948,133181
1607,133948,133181
1608,133948,133181
1609,133948,133181
1610,133948,133181
1611,133948,133181
1612,133948,133181
1613,133948,133181
1614,133948,133181
1615,133948,133181
1616,133948,133181
1617,133948,132925
1618,133948,132925
1619,133948,133489
1620,133948,133489
1621,133948,133489
1622,133948,133489
1623,133948,133489
1624,133948,133489
1625,133948,133489
1626,133948,133489
1627,133948,133489
1628,133948,133489
1629,133948,133489
1630,133948,133489
1631,133948,133489
1632,133948,133489
1633,133948,133489
1634,133948,133489
1635,133948,133489
1636,133948,133489
1637,133948,133489
1638,133948,133489
1639,133948,133489
1640,133948,133489
1641,133948,133489
1642,133948,133489
1643,133948,133489
1644,133948,133489
1645,133948,133489
1646,133948,133489
1647,133948,133489
1648,133948,133489
1649,133948,133489
1650,133948,133489
1651,133948,133489
1652,133948,133489
1653,133948,133489
1654,133948,133489
1655,133948,133489
1656,133948,133489
1657,133948,133489
1658,133948,133489
1659,133948,133489
1660,133948,133489
1661,133948,133489
1662,133948,133489
