iter,best_score
478,133958
479,133958
480,133958
481,133958
482,133958
483,133958
484,133958
485,133958
486,133958
487,133958
488,133958
489,133958
490,133958
491,133958
492,133958
493,133958
494,133958
495,133958
496,133958
497,133958
498,133958
499,133958
500,133958
501,133958
502,133958
503,133958
504,133958
505,133958
506,133958
507,133958
508,133958
509,133958
510,133958
511,133958
512,133958
513,133958
514,133958
515,134062
516,134062
517,134062
518,134062
519,134062
520,134062
521,134062
522,134062
523,134062
524,134062
525,134062
526,134062
527,134062
528,134062
529,134062
530,134122
531,134122
532,134122
533,134122
534,134122
535,134122
536,134122
537,134122
538,134122
539,134122
540,134122
541,134122
542,134122
543,134122
544,134122
545,134122
546,134122
547,134122
548,134122
549,134122
550,134122
551,134122
552,134122
553,134122
554,134122
555,134122
556,134122
557,134122
558,134122
559,134122
560,134122
561,134122
562,134122
563,134122
564,134122
565,134122
566,134122
567,134122
568,134122
569,134122
570,134122
571,134122
572,134122
573,134122
574,134122
575,134122
576,134122
577,134122
578,134122
579,134122
580,134122
581,134122
582,134122
583,134122
584,134122
585,134122
586,134122
587,134122
588,134122
589,134122
590,134122
591,134122
592,134122
593,134122
594,134122
595,134122
596,134122
597,134122
598,134122
599,134122
600,134122
601,134122
602,134122
603,134122
604,134122
605,134122
606,134122
607,134122
608,134122
609,134122
610,134122
611,134122
612,134122
613,134122
614,134122
615,134122
616,134122
617,134122
618,134122
619,134122
620,134122
621,134122
622,134122
623,134122
624,134122
625,134122
626,134122
627,134122
628,134122
629,134122
630,134122
631,134122
632,134122
633,134122
634,134122
635,134122
636,134122
637,134122
638,134122
639,134122
640,134122
641,134122
642,134122
643,134122
644,134122
645,134122
646,134122
647,134122
648,134122
649,134122
650,134122
651,134122
652,134122
653,134122
654,134122
655,134122
656,134122
657,134122
658,134122
659,134122
660,134122
661,134122
662,134122
663,134122
664,134122
665,134122
666,134122
667,134122
668,134122
669,134122
670,134122
671,134122
672,134122
673,134122
674,134122
675,134122
676,134122
677,134122
678,134122
679,134122
680,134122
681,134122
682,134122
683,134122
684,134122
685,134122
686,134122
687,134122
688,134122
689,134122
690,134122
691,134122
692,134122
693,134122
694,134122
695,134122
696,134122
697,134122
698,134122
699,134122
700,134122
701,134122
702,134122
703,134122
704,134122
705,134122
706,134122
707,134122
708,134122
709,134122
710,134122
711,134122
712,134122
713,134122
714,134122
715,134122
716,134122
717,134122
718,134122
719,134122
720,134122
721,134122
722,134122
723,134122
724,134122
725,134122
726,134122
727,134122
728,134122
729,134122
730,134122
731,134122
732,134122
733,134122
734,134122
735,134122
736,134122
737,134122
738,134122
739,134122
740,134122
741,134122
742,134122
743,134122
744,134122
745,134122
746,134122
747,134122
748,134122
749,134122
750,134122
751,134122
752,134122
753,134122
754,134122
755,134122
756,134122
757,134122
758,134122
759,134122
760,134122
761,134122
762,134122
763,134122
764,134122
765,134122
766,134122
767,134122
768,134122
769,134122
770,134122
771,134122
772,134122
773,134122
774,134122
775,134122
776,134122
777,134122
778,134122
779,134122
780,134144
781,134144
782,134144
783,134144
784,134144
785,134144
786,134144
787,134144
788,134144
789,134144
790,134144
791,134144
792,134144
793,134144
794,134144
795,134144
796,134144
797,134144
798,134144
799,134144
800,134144
801,134144
802,134144
803,134144
804,134144
805,134144
806,134144
807,134144
808,134144
809,134144
810,134144
811,134144
812,134144
813,134144
814,134144
815,134144
816,134144
817,134144
818,134144
819,134144
820,134144
821,134144
822,134144
823,134144
824,134144
825,134144
826,134144
827,134144
828,134144
829,134144
830,134144
831,134144
832,134144
833,134144
834,134144
835,134144
836,134144
837,134144
838,134144
839,134144
840,134144
841,134144
842,134144
843,134144
844,134144
845,134144
846,134144
847,134144
848,134144
849,134144
850,134144
851,134144
852,134144
853,134144
854,134144
855,134144
856,134144
857,134144
858,134144
859,134144
860,134144
861,134144
862,134144
863,134144
864,134144
865,134144
866,134144
867,134144
868,134144
869,134144
870,134144
871,134144
872,134144
873,134144
874,134144
875,134144
876,134144
877,134144
878,134144
879,134144
880,134144
881,134144
882,134144
883,134144
884,134144
885,134144
886,134144
887,134144
888,134144
889,134144
890,134144
891,134144
892,134144
893,134144
894,134144
895,134144
896,134144
897,134144
898,134144
899,134144
900,134144
901,134144
902,134144
903,134144
904,134144
905,134144
906,134144
907,134144
908,134144
909,134144
910,134144
911,134144
912,134144
913,134144
914,134144
915,134144
916,134144
917,134144
918,134144
919,134144
920,134144
921,134144
922,134144
923,134144
924,134144
925,134144
926,134144
927,134144
928,134144
929,134144
930,134144
931,134144
932,134144
933,134144
934,134144
935,134144
936,134144
937,134144
938,134144
939,134144
940,134144
941,134144
942,134144
943,134144
944,134144
945,134144
946,134144
947,134144
948,134144
949,134144
950,134144
951,134144
952,134144
953,134144
954,134144
955,134144
956,134144
957,134144
958,134144
959,134144
960,134144
961,134144
962,134144
963,134144
964,134144
965,134144
966,134144
967,134144
968,134144
969,134144
970,134144
971,134144
972,134144
973,134144
974,134144
975,134237
976,134237
977,134237
978,134237
979,134237
980,134237
981,134237
982,134237
983,134237
984,134237
985,134237
986,134237
987,134237
988,134237
989,134237
990,134237
991,134237
992,134237
993,134237
994,134237
995,134237
996,134237
997,134237
998,134237
999,134237
1000,134237
1001,134237
1002,134237
1003,134237
1004,134237
1005,134237
1006,134237
1007,134237
1008,134237
1009,134237
1010,134237
1011,134237
1012,134237
1013,134237
1014,134237
1015,134237
1016,134237
1017,134237
1018,134237
1019,134237
1020,134237
1021,134237
1022,134237
1023,134237
1024,134237
1025,134237
1026,134237
1027,134237
1028,134237
1029,134237
1030,134237
1031,134237
1032,134237
1033,134237
1034,134237
1035,134237
1036,134237
1037,134237
1038,134237
1039,134237
1040,134237
1041,134237
1042,134237
1043,134237
1044,134237
1045,134237
1046,134237
1047,134237
1048,134237
1049,134237
1050,134237
1051,134237
1052,134237
1053,134237
1054,134237
1055,134237
1056,134237
1057,134237
1058,134237
1059,134237
1060,134237
1061,134237
1062,134237
1063,134237
1064,134237
1065,134237
1066,134237
1067,134237
1068,134237
1069,134237
1070,134237
1071,134237
1072,134237
1073,134237
1074,134237
1075,134237
1076,134237
1077,134237
1078,134237
1079,134237
1080,134237
1081,134237
1082,134237
1083,134237
1084,134237
1085,134237
1086,134237
1087,134237
1088,134237
1089,134237
1090,134237
1091,134237
1092,134237
1093,134237
1094,134237
1095,134237
1096,134237
1097,134277
1098,134277
1099,134277
1100,134277
1101,134277
1102,134277
1103,134277
1104,134277
1105,134277
1106,134277
1107,134277
1108,134277
1109,134277
1110,134277
1111,134277
1112,134277
1113,134277
1114,134277
1115,134277
1116,134277
1117,134277
1118,134277
1119,134277
1120,134277
1121,134277
1122,134277
1123,134277
1124,134277
1125,134277
1126,134277
1127,134277
1128,134277
1129,134277
1130,134277
1131,134277
1132,134277
1133,134277
1134,134277
1135,134277
1136,134277
1137,134277
1138,134277
1139,134277
1140,134277
1141,134277
1142,134318
1143,134318
1144,134318
1145,134318
1146,134318
1147,134318
1148,134318
1149,134318
1150,134318
1151,134318
1152,134318
1153,134318
1154,134318
1155,134318
1156,134318
1157,134318
1158,134318
1159,134318
1160,134318
1161,134318
1162,134318
1163,134318
1164,134318
1165,134318
1166,134318
1167,134318
1168,134318
1169,134318
1170,134318
1171,134318
1172,134318
1173,134318
1174,134318
1175,134318
1176,134318
1177,134318
1178,134318
1179,134318
1180,134318
1181,134318
1182,134318
1183,134318
1184,134318
1185,134318
1186,134318
1187,134318
1188,134318
1189,134318
1190,134318
1191,134318
1192,134318
1193,134318
1194,134318
1195,134318
1196,134318
1197,134318
1198,134318
1199,134318
1200,134318
1201,134318
1202,134318
1203,134318
1204,134318
1205,134318
1206,134318
1207,134318
1208,134318
1209,134318
1210,134318
1211,134318
1212,134318
1213,134318
1214,134318
1215,134318
1216,134318
1217,134318
1218,134318
1219,134318
1220,134318
1221,134318
1222,134318
1223,134318
1224,134318
1225,134318
1226,134318
1227,134318
1228,134318
1229,134318
1230,134318
1231,134318
1232,134318
1233,134318
1234,134318
1235,134318
1236,134318
1237,134318
1238,134318
1239,134318
1240,134318
1241,134318
1242,134318
1243,134318
1244,134318
1245,134318
1246,134318
1247,134329
1248,134329
1249,134329
1250,134329
1251,134329
1252,134329
1253,134329
1254,134329
1255,134329
1256,134329
1257,134329
1258,134329
1259,134329
1260,134329
1261,134329
1262,134329
1263,134329
1264,134329
1265,134329
1266,134329
1267,134329
1268,134329
1269,134329
1270,134329
1271,134329
1272,134329
1273,134329
1274,134329
1275,134329
1276,134329
1277,134329
1278,134329
1279,134329
1280,134329
1281,134329
1282,134329
1283,134329
1284,134329
1285,134329
1286,134329
1287,134329
1288,134329
1289,134329
1290,134329
1291,134329
1292,134329
1293,134329
1294,134329
1295,134329
1296,134329
1297,134329
1298,134329
1299,134329
1300,134329
1301,134329
1302,134329
1303,134329
1304,134329
1305,134329
1306,134329
1307,134329
1308,134329
1309,134329
1310,134329
1311,134329
1312,134329
1313,134329
1314,134329
1315,134329
1316,134329
1317,134329
1318,134329
1319,134329
1320,134329
1321,134329
1322,134329
1323,134329
1324,134329
1325,134329
1326,134329
1327,134329
1328,134329
1329,134329
1330,134329
1331,134329
1332,134329
1333,134329
1334,134329
1335,134329
1336,134329
1337,134329
1338,134329
1339,134329
1340,134329
1341,134329
1342,134329
1343,134329
1344,134329
1345,134329
1346,134329
1347,134329
1348,134329
1349,134329
1350,134329
1351,134329
1352,134329
1353,134329
1354,134329
1355,134329
1356,134329
1357,134329
1358,134329
1359,134329
1360,134329
1361,134329
1362,134329
1363,134329
1364,134329
1365,134329
1366,134329
1367,134329
1368,134329
1369,134329
1370,134329
1371,134329
1372,134329
1373,134329
1374,134329
1375,134329
1376,134329
1377,134329
1378,134329
1379,134329
1380,134329
1381,134329
1382,134329
1383,134329
1384,134329
1385,134329
1386,134329
1387,134329
1388,134329
1389,134329
1390,134329
1391,134329
1392,134329
1393,134329
1394,134329
1395,134329
1396,134329
1397,134329
1398,134329
1399,134329
1400,134329
1401,134329
1402,134329
1403,134329
1404,134329
1405,134329
1406,134329
1407,134329
1408,134329
1409,134329
1410,134329
1411,134329
1412,134329
1413,134329
1414,134329
1415,134329
1416,134329
1417,134329
1418,134329
1419,134329
1420,134329
1421,134329
1422,134329
1423,134371
1424,134371
1425,134371
1426,134371
1427,134371
1428,134371
1429,134371
1430,134371
1431,134371
1432,134371
1433,134371
1434,134371
1435,134371
1436,134371
1437,134371
1438,134371
1439,134371
1440,134371
1441,134371
1442,134371
1443,134371
1444,134371
1445,134371
1446,134371
1447,134371
1448,134371
1449,134371
1450,134371
1451,134371
1452,134371
1453,134371
1454,134371
1455,134371
1456,134371
1457,134371
1458,134371
1459,134371
1460,134371
1461,134371
1462,134371
1463,134371
1464,134371
1465,134371
1466,134371
1467,134371
1468,134371
1469,134371
1470,134371
1471,134371
1472,134371
1473,134371
1474,134371
1475,134371
1476,134371
1477,134371
1478,134371
1479,134371
1480,134371
1481,134371
1482,134371
1483,134371
1484,134371
1485,134371
1486,134371
1487,134371
1488,134371
1489,134371
1490,134371
1491,134371
1492,134371
1493,134371
1494,134371
1495,134371
1496,134371
1497,134371
1498,134371
1499,134371
1500,134371
1501,134371
1502,134371
1503,134371
1504,134371
1505,134371
1506,134371
1507,134371
1508,134371
1509,134371
1510,134371
1511,134371
1512,134371
1513,134371
1514,134371
1515,134371
1516,134371
1517,134371
1518,134371
1519,134371
1520,134371
1521,134371
1522,134371
1523,134371
1524,134371
1525,134371
1526,134371
1527,134371
1528,134371
1529,134371
1530,134371
1531,134371
1532,134371
1533,134371
1534,134371
1535,134371
1536,134371
1537,134371
1538,134371
1539,134371
1540,134371
1541,134371
1542,134371
1543,134371
1544,134371
1545,134371
1546,134371
1547,134371
1548,134371
1549,134371
1550,134371
1551,134371
1552,134371
1553,134371
1554,134371
1555,134371
1556,134371
1557,134371
1558,134371
1559,134371
1560,134371
1561,134371
1562,134371
1563,134371
1564,134371
1565,134371
1566,134371
1567,134371
1568,134371
1569,134371
1570,134371
1571,134371
1572,134371
1573,134371
1574,134371
1575,134371
1576,134371
1577,134371
1578,134371
1579,134371
1580,134371
1581,134371
1582,134371
1583,134371
1584,134371
1585,134371
1586,134371
1587,134371
1588,134371
1589,134371
1590,134371
1591,134371
1592,134371
1593,134371
1594,134371
1595,134371
1596,134371
1597,134371
1598,134371
1599,134371
1600,134371
1601,134371
1602,134371
1603,134371
1604,134371
1605,134371
1606,134371
1607,134371
1608,134371
1609,134371
1610,134371
1611,134371
1612,134371
1613,134371
1614,134371
1615,134371
1616,134371
1617,134371
1618,134371
1619,134371
1620,134371
1621,134371
1622,134371
1623,134371
1624,134371
1625,134371
1626,134371
1627,134371
1628,134371
1629,134371
1630,134371
1631,134371
1632,134371
1633,134371
1634,134371
1635,134371
1636,134376
1637,134376
1638,134376
1639,134376
1640,134376
1641,134376
1642,134376
1643,134376
1644,134376
1645,134376
1646,134376
1647,134376
1648,134376
1649,134376
1650,134376
1651,134376
1652,134376
1653,134376
1654,134376
1655,134376
1656,134376
1657,134376
1658,134376
1659,134376
1660,134376
1661,134376
1662,134376
1663,134376
1664,134376
1665,134376
1666,134376
1667,134376
1668,134376
1669,134376
1670,134376
1671,134376
1672,134376
1673,134376
1674,134376
1675,134376
1676,134376
1677,134376
1678,134376
1679,134376
1680,134376
1681,134376
1682,134376
1683,134376
1684,134376
1685,134376
1686,134376
1687,134376
1688,134376
1689,134376
1690,134376
1691,134376
1692,134376
1693,134376
1694,134376
1695,134376
1696,134376
1697,134376
1698,134376
1699,134376
1700,134376
1701,134376
1702,134376
1703,134376
1704,134376
1705,134376
1706,134376
1707,134376
1708,134376
1709,134376
1710,134376
1711,134376
1712,134376
1713,134376
1714,134376
1715,134376
1716,134376
1717,134376
1718,134376
1719,134376
1720,134376
1721,134376
1722,134376
1723,134376
1724,134376
1725,134376
1726,134376
1727,134376
1728,134376
1729,134376
1730,134376
1731,134376
1732,134376
1733,134376
1734,134376
1735,134376
1736,134376
1737,134376
1738,134376
1739,134376
1740,134376
1741,134376
1742,134376
1743,134376
1744,134376
1745,134376
1746,134376
1747,134376
1748,134376
1749,134376
1750,134376
1751,134376
1752,134376
1753,134376
1754,134376
1755,134376
1756,134376
1757,134376
1758,134376
1759,134376
1760,134376
1761,134376
1762,134376
1763,134376
1764,134376
1765,134376
1766,134376
1767,134376
1768,134376
1769,134376
1770,134376
1771,134376
1772,134376
1773,134376
1774,134376
1775,134376
1776,134376
1777,134376
1778,134376
1779,134376
1780,134376
1781,134376
1782,134376
1783,134376
1784,134376
1785,134376
1786,134376
1787,134376
1788,134376
1789,134376
1790,134376
1791,134376
1792,134376
1793,134376
1794,134376
1795,134376
1796,134376
1797,134376
1798,134376
1799,134376
1800,134376
1801,134376
1802,134376
1803,134376
1804,134376
1805,134376
1806,134376
1807,134376
1808,134376
1809,134376
1810,134376
1811,134376
1812,134376
1813,134376
1814,134376
1815,134376
1816,134376
1817,134376
1818,134376
1819,134376
1820,134376
1821,134376
1822,134376
1823,134376
1824,134376
1825,134376
1826,134376
1827,134376
1828,134376
1829,134376
1830,134376
1831,134376
1832,134376
1833,134376
1834,134376
1835,134376
1836,134376
1837,134376
1838,134376
1839,134376
1840,134376
1841,134376
1842,134376
1843,134376
1844,134376
1845,134376
1846,134376
1847,134376
1848,134376
1849,134376
1850,134376
1851,134376
1852,134376
1853,134376
1854,134376
1855,134376
1856,134376
1857,134376
1858,134376
1859,134376
1860,134376
1861,134376
1862,134376
1863,134376
1864,134376
1865,134376
1866,134376
1867,134376
1868,134376
1869,134376
1870,134376
1871,134376
1872,134376
1873,134376
1874,134376
1875,134376
1876,134376
1877,134376
1878,134376
1879,134376
1880,134376
1881,134376
1882,134376
1883,134376
1884,134376
1885,134376
1886,134376
1887,134376
1888,134376
1889,134376
1890,134376
1891,134376
1892,134376
1893,134376
1894,134376
1895,134376
1896,134376
1897,134376
1898,134376
1899,134376
1900,134376
1901,134376
1902,134376
1903,134376
1904,134376
1905,134376
1906,134376
1907,134376
1908,134376
1909,134376
1910,134376
1911,134376
1912,134376
1913,134376
1914,134376
1915,134376
1916,134376
1917,134376
1918,134376
1919,134376
1920,134376
1921,134376
1922,134376
1923,134376
1924,134376
1925,134376
1926,134376
1927,134376
1928,134376
1929,134376
1930,134376
1931,134376
1932,134376
1933,134376
1934,134376
1935,134376
1936,134376
1937,134376
1938,134376
1939,134376
1940,134376
1941,134376
1942,134376
1943,134376
1944,134376
1945,134376
1946,134376
1947,134376
1948,134376
1949,134376
1950,134376
1951,134376
1952,134376
1953,134376
1954,134376
1955,134376
1956,134376
1957,134376
1958,134376
1959,134376
1960,134376
1961,134376
1962,134376
1963,134376
1964,134376
1965,134376
1966,134376
1967,134376
1968,134376
1969,134376
1970,134376
1971,134376
1972,134376
1973,134376
1974,134376
1975,134376
1976,134376
1977,134376
1978,134376
1979,134376
1980,134376
1981,134376
1982,134376
1983,134376
1984,134376
1985,134376
1986,134376
1987,134376
1988,134376
1989,134376
1990,134376
1991,134376
1992,134376
1993,134376
1994,134376
1995,134376
1996,134376
1997,134376
1998,134376
1999,134376
2000,134376
2001,134376
2002,134376
2003,134376
2004,134376
2005,134376
2006,134376
2007,134376
2008,134376
2009,134376
2010,134376
2011,134376
2012,134376
2013,134376
2014,134376
2015,134376
2016,134376
2017,134376
2018,134376
2019,134376
2020,134376
2021,134376
2022,134376
2023,134376
2024,134376
2025,134376
2026,134376
2027,134376
2028,134376
2029,134376
2030,134383
2031,134383
2032,134383
2033,134383
2034,134383
2035,134383
2036,134383
2037,134383
2038,134383
2039,134383
2040,134383
2041,134383
2042,134383
2043,134383
2044,134383
2045,134383
2046,134383
2047,134383
2048,134383
2049,134383
2050,134383
2051,134383
2052,134383
2053,134383
2054,134383
2055,134383
2056,134383
2057,134383
2058,134383
2059,134383
2060,134383
2061,134383
2062,134383
2063,134383
2064,134383
2065,134383
2066,134383
2067,134383
2068,134383
2069,134383
2070,134383
2071,134383
2072,134383
2073,134383
2074,134383
2075,134383
2076,134383
2077,134383
2078,134383
2079,134383
2080,134383
2081,134383
2082,134383
2083,134383
2084,134383
2085,134383
2086,134383
2087,134383
2088,134383
2089,134383
2090,134383
2091,134383
2092,134383
2093,134383
2094,134383
2095,134383
2096,134383
2097,134383
2098,134383
2099,134383
2100,134383
2101,134383
2102,134383
2103,134383
2104,134383
2105,134383
2106,134383
2107,134383
2108,134383
2109,134383
2110,134383
2111,134383
2112,134383
2113,134383
2114,134383
2115,134383
2116,134383
2117,134383
2118,134383
2119,134383
2120,134383
2121,134383
2122,134383
2123,134383
2124,134383
2125,134383
2126,134383
2127,134383
2128,134383
2129,134383
2130,134383
2131,134383
2132,134383
2133,134383
2134,134383
2135,134383
2136,134383
2137,134383
2138,134383
2139,134383
2140,134383
2141,134383
2142,134383
2143,134383
2144,134383
2145,134383
2146,134383
2147,134383
2148,134383
2149,134383
2150,134383
2151,134383
2152,134383
2153,134383
2154,134383
2155,134383
2156,134383
2157,134383
2158,134383
2159,134383
2160,134383
2161,134383
2162,134383
2163,134383
2164,134383
2165,134383
2166,134383
2167,134383
2168,134383
2169,134383
2170,134383
2171,134383
2172,134383
2173,134383
2174,134383
2175,134383
2176,134383
2177,134383
2178,134383
2179,134383
2180,134383
2181,134383
2182,134383
2183,134383
2184,134383
2185,134383
2186,134383
2187,134383
2188,134383
2189,134383
2190,134383
2191,134383
2192,134383
2193,134383
2194,134383
2195,134383
2196,134383
2197,134383
2198,134383
2199,134383
2200,134383
2201,134383
2202,134383
2203,134383
2204,134383
2205,134383
2206,134383
2207,134383
2208,134383
2209,134383
2210,134383
2211,134385
2212,134385
2213,134385
2214,134385
2215,134385
2216,134385
2217,134385
2218,134385
2219,134385
2220,134385
2221,134385
2222,134385
2223,134385
2224,134385
2225,134385
2226,134385
2227,134385
2228,134385
2229,134385
2230,134385
2231,134385
2232,134385
2233,134385
2234,134385
2235,134385
2236,134385
2237,134385
2238,134385
2239,134385
2240,134385
2241,134385
2242,134385
2243,134385
2244,134385
2245,134385
2246,134385
2247,134385
2248,134385
2249,134385
2250,134385
2251,134385
2252,134385
2253,134385
2254,134385
2255,134385
2256,134385
2257,134385
2258,134385
2259,134385
2260,134385
2261,134385
2262,134385
2263,134385
2264,134385
2265,134385
2266,134385
2267,134385
2268,134385
2269,134385
2270,134385
2271,134385
2272,134385
2273,134385
2274,134385
2275,134385
2276,134385
2277,134385
2278,134385
2279,134385
2280,134385
2281,134385
2282,134385
2283,134385
2284,134385
2285,134385
2286,134385
2287,134385
2288,134385
2289,134385
2290,134385
2291,134385
2292,134385
2293,134385
2294,134385
2295,134385
2296,134385
2297,134385
2298,134385
2299,134385
2300,134385
2301,134385
2302,134385
2303,134385
2304,134385
2305,134385
2306,134385
2307,134413
2308,134413
2309,134413
2310,134413
2311,134413
2312,134413
2313,134413
2314,134413
2315,134413
2316,134413
2317,134413
2318,134413
2319,134413
2320,134413
2321,134413
2322,134413
2323,134413
2324,134413
2325,134413
2326,134413
2327,134413
2328,134413
2329,134413
2330,134413
2331,134413
2332,134413
2333,134413
2334,134413
2335,134413
2336,134413
2337,134413
2338,134413
2339,134413
2340,134413
2341,134413
2342,134413
2343,134413
2344,134413
2345,134413
2346,134413
2347,134449
2348,134449
2349,134449
2350,134449
2351,134449
2352,134449
2353,134449
2354,134449
2355,134449
2356,134449
2357,134449
2358,134449
2359,134449
2360,134449
2361,134449
2362,134449
2363,134449
2364,134449
2365,134449
2366,134449
2367,134449
2368,134449
2369,134449
2370,134449
2371,134449
2372,134449
2373,134449
2374,134449
2375,134449
2376,134449
2377,134449
2378,134449
2379,134449
2380,134449
2381,134449
2382,134457
2383,134457
2384,134457
2385,134457
2386,134457
2387,134457
2388,134457
2389,134457
2390,134457
2391,134457
2392,134457
2393,134457
2394,134457
2395,134457
2396,134457
2397,134457
2398,134457
2399,134457
2400,134457
2401,134457
2402,134457
2403,134457
2404,134457
2405,134457
2406,134457
2407,134457
2408,134457
2409,134457
2410,134457
2411,134457
2412,134457
2413,134457
2414,134457
2415,134457
2416,134457
2417,134457
2418,134457
2419,134457
2420,134457
2421,134457
2422,134457
2423,134457
2424,134457
2425,134457
2426,134457
2427,134457
2428,134457
2429,134457
2430,134457
2431,134457
2432,134457
2433,134457
2434,134457
2435,134457
2436,134457
2437,134457
2438,134457
2439,134457
2440,134457
2441,134457
2442,134457
2443,134457
2444,134457
2445,134457
2446,134457
2447,134457
2448,134457
2449,134457
2450,134457
2451,134457
2452,134457
2453,134457
2454,134457
2455,134457
2456,134457
2457,134457
2458,134457
2459,134457
2460,134457
2461,134457
2462,134457
2463,134457
2464,134457
2465,134457
2466,134457
2467,134457
2468,134457
2469,134457
2470,134457
2471,134457
2472,134457
2473,134457
2474,134457
2475,134457
2476,134457
2477,134457
2478,134457
2479,134457
2480,134457
2481,134457
2482,134457
2483,134457
2484,134457
2485,134457
2486,134457
2487,134457
2488,134457
2489,134457
2490,134457
2491,134457
2492,134457
2493,134457
2494,134457
2495,134457
2496,134457
