Priority comparison: PW vs TTC (10000p_150d)
Sorted by priority descending (highest priority number = most important)
Patient ID   PW    TTC    Priority  Verdict
         1    Y      Y        7731   both
      9070    Y      Y        7730   both
      8457    N      N        7729  neither
      7044    Y      Y        7728   both
      6973    Y      Y        7727   both
      2492    Y      Y        7726   both
      6674    Y      Y        7725   both
      4165    Y      Y        7724   both
      7215    Y      Y        7723   both
      4694    Y      Y        7722   both
      4467    Y      Y        7721   both
      9017    Y      Y        7720   both
      7778    N      N        7719  neither
      6812    Y      Y        7717   both
      3949    Y      Y        7716   both
      5693    Y      Y        7715   both
      5471    N      Y        7714  TTC only
      6739    N      N        7713  neither
      7061    N      N        7712  neither
       214    Y      Y        7711   both
       666    Y      Y        7710   both
      8107    Y      Y        7709   both
      8974    Y      Y        7708   both
      8308    Y      Y        7707   both
       282    Y      Y        7706   both
      7329    Y      Y        7705   both
      3739    Y      Y        7704   both
      2914    N      N        7703  neither
      4627    Y      Y        7702   both
      7739    Y      Y        7701   both
      8075    Y      Y        7700   both
        49    Y      Y        7699   both
      3339    N      N        7698  neither
      1177    Y      Y        7697   both
      4856    Y      Y        7696   both
      5841    Y      Y        7695   both
      1157    N      N        7694  neither
      1364    Y      Y        7693   both
      1864    Y      Y        7692   both
      3631    N      N        7691  neither
      6776    N      N        7690  neither
      4281    Y      Y        7689   both
       485    N      N        7688  neither
      6435    Y      Y        7687   both
       643    Y      Y        7686   both
      8262    Y      Y        7685   both
      2893    Y      N        7684  PW only
      6377    Y      Y        7683   both
      9605    Y      Y        7682   both
      3875    Y      Y        7681   both
      7265    Y      Y        7680   both
      1113    Y      Y        7679   both
      9921    Y      Y        7678   both
      8829    Y      Y        7677   both
      6827    Y      Y        7676   both
      1992    Y      Y        7675   both
      2875    Y      Y        7674   both
      6316    Y      Y        7673   both
      4768    Y      Y        7672   both
      8699    Y      Y        7671   both
      5336    Y      N        7670  PW only
      3369    Y      Y        7669   both
      8936    Y      Y        7668   both
      8966    Y      Y        7667   both
      7709    Y      Y        7666   both
      4349    Y      Y        7665   both
      7544    N      N        7664  neither
      4499    Y      Y        7663   both
       712    N      N        7662  neither
      9072    Y      Y        7661   both
      4542    N      N        7660  neither
      7036    Y      Y        7659   both
      9277    Y      Y        7658   both
      1378    Y      Y        7657   both
      1213    N      N        7656  neither
      5552    Y      Y        7655   both
      3939    Y      Y        7654   both
      3952    Y      Y        7653   both
      9351    N      N        7652  neither
      5779    N      N        7651  neither
       340    Y      Y        7650   both
      3218    Y      N        7649  PW only
      8173    Y      Y        7648   both
      7397    Y      Y        7647   both
      6723    Y      Y        7646   both
      5234    Y      Y        7645   both
      5722    Y      Y        7644   both
      4644    Y      Y        7643   both
      2296    Y      Y        7642   both
      9210    Y      Y        7641   both
      5486    Y      Y        7640   both
      5154    Y      Y        7639   both
      9994    Y      Y        7638   both
      7271    Y      N        7637  PW only
      4272    Y      Y        7636   both
      1701    Y      Y        7635   both
      9987    Y      Y        7634   both
      2204    Y      Y        7633   both
      9861    Y      Y        7632   both
      4692    Y      Y        7631   both
      4576    Y      Y        7630   both
      6437    Y      Y        7629   both
      7417    Y      Y        7628   both
      5275    Y      Y        7627   both
       642    Y      Y        7626   both
      8637    Y      Y        7625   both
      5868    N      N        7624  neither
      4518    Y      Y        7623   both
      8766    Y      Y        7622   both
      8769    N      N        7621  neither
      8648    Y      Y        7620   both
      8578    Y      Y        7619   both
      5598    Y      Y        7618   both
      3062    Y      Y        7617   both
      6387    Y      Y        7616   both
      8588    Y      Y        7615   both
      2801    Y      Y        7614   both
      6798    Y      Y        7613   both
      3851    Y      Y        7612   both
      7900    Y      Y        7611   both
      4971    N      N        7610  neither
      4151    Y      Y        7609   both
      3989    Y      Y        7608   both
      9141    Y      Y        7607   both
      5205    Y      Y        7606   both
      8568    Y      Y        7605   both
      2218    Y      Y        7604   both
      6790    Y      Y        7603   both
      5965    Y      Y        7602   both
      4611    N      N        7601  neither
       368    Y      Y        7600   both
      4314    Y      Y        7599   both
      3259    N      N        7598  neither
       105    N      N        7597  neither
      5497    Y      Y        7596   both
      6454    Y      Y        7595   both
      1239    Y      Y        7594   both
      8587    N      N        7593  neither
      8139    Y      Y        7592   both
      4089    Y      Y        7591   both
      8733    N      N        7590  neither
      6194    Y      Y        7589   both
      5158    Y      Y        7588   both
      1350    Y      Y        7587   both
      5023    N      N        7586  neither
      5951    Y      Y        7585   both
       512    Y      Y        7584   both
      1132    N      N        7583  neither
      2580    Y      Y        7582   both
      4244    Y      Y        7581   both
      4564    Y      Y        7580   both
      6499    Y      Y        7579   both
      5607    Y      Y        7578   both
      9359    Y      Y        7577   both
      8509    N      N        7576  neither
      5584    Y      Y        7575   both
      1309    Y      Y        7574   both
      7782    Y      Y        7573   both
      5967    Y      Y        7572   both
      2161    Y      Y        7571   both
      5712    N      N        7570  neither
       682    Y      Y        7569   both
      6671    Y      Y        7568   both
      6983    Y      Y        7567   both
      4455    Y      Y        7566   both
      1530    Y      Y        7565   both
      5020    Y      Y        7564   both
      8418    Y      Y        7563   both
      9845    Y      Y        7562   both
      7230    Y      Y        7561   both
      8332    Y      Y        7560   both
      3883    N      Y        7559  TTC only
      2376    Y      Y        7558   both
      1918    Y      Y        7557   both
      9904    N      N        7556  neither
      6204    N      N        7555  neither
      8084    Y      Y        7554   both
      4203    N      N        7553  neither
      8326    Y      Y        7552   both
      3976    Y      Y        7551   both
      3389    Y      N        7550  PW only
      4766    Y      Y        7549   both
      3831    Y      Y        7548   both
      5248    Y      Y        7546   both
       928    Y      Y        7545   both
        67    Y      Y        7544   both
       808    Y      Y        7543   both
      5373    N      Y        7542  TTC only
      8442    Y      N        7541  PW only
      4435    Y      Y        7540   both
      3699    Y      Y        7539   both
      1402    Y      Y        7538   both
      4120    Y      Y        7537   both
       336    Y      Y        7536   both
      2480    N      N        7535  neither
      5679    Y      Y        7534   both
      9951    Y      Y        7533   both
      2266    N      N        7532  neither
      9162    Y      Y        7531   both
      8375    Y      Y        7530   both
      6505    Y      Y        7529   both
      2136    Y      Y        7528   both
      4778    Y      Y        7527   both
      3066    Y      Y        7526   both
      2041    Y      Y        7525   both
      3655    Y      Y        7524   both
      5022    N      N        7523  neither
      3802    Y      Y        7522   both
      6137    Y      Y        7521   both
      8666    N      N        7520  neither
      4860    N      N        7519  neither
      7621    Y      Y        7518   both
      6687    Y      Y        7517   both
      1901    Y      Y        7516   both
      7665    Y      N        7515  PW only
      4171    Y      Y        7514   both
       504    Y      Y        7513   both
      3641    Y      Y        7512   both
      2794    N      N        7511  neither
      2186    Y      Y        7510   both
      8961    Y      Y        7509   both
      4586    Y      Y        7508   both
      6226    Y      Y        7507   both
      4403    Y      Y        7506   both
      2937    Y      Y        7505   both
      4638    Y      Y        7504   both
       508    Y      Y        7503   both
      1201    Y      Y        7502   both
      1088    Y      Y        7501   both
      9110    Y      Y        7500   both
      7590    Y      N        7499  PW only
      1451    Y      Y        7498   both
      5677    N      N        7497  neither
      2130    N      N        7496  neither
      2940    Y      Y        7495   both
      4883    Y      Y        7494   both
      3228    Y      Y        7493   both
      6753    Y      Y        7492   both
      6048    Y      Y        7491   both
       140    N      N        7490  neither
      8342    Y      Y        7489   both
      7830    Y      Y        7488   both
      5253    Y      Y        7487   both
      5035    Y      Y        7486   both
      1561    Y      Y        7485   both
      3058    Y      Y        7483   both
      1734    Y      Y        7482   both
      6888    Y      Y        7481   both
      7808    Y      Y        7480   both
      8170    Y      Y        7479   both
       968    Y      Y        7478   both
      2583    Y      Y        7477   both
      4060    N      N        7476  neither
      4676    Y      Y        7475   both
       756    N      N        7474  neither
      9513    Y      Y        7473   both
      6699    Y      Y        7472   both
      2888    Y      Y        7471   both
      6755    Y      Y        7470   both
      2259    Y      Y        7469   both
      2435    Y      Y        7468   both
      9422    Y      Y        7467   both
      5802    Y      Y        7466   both
      5114    Y      Y        7465   both
      7656    Y      Y        7464   both
      4121    Y      Y        7463   both
      3702    Y      Y        7462   both
      9807    N      N        7461  neither
      4015    Y      Y        7460   both
      4377    Y      Y        7459   both
      9131    Y      N        7458  PW only
      5320    Y      Y        7457   both
      8754    Y      Y        7456   both
      3425    Y      Y        7455   both
      4187    Y      Y        7454   both
      3886    Y      Y        7453   both
      7136    Y      Y        7452   both
        16    Y      Y        7451   both
      8282    Y      Y        7450   both
       677    Y      N        7449  PW only
      2708    N      N        7448  neither
       600    N      N        7447  neither
        26    N      N        7446  neither
      8888    Y      Y        7445   both
       352    Y      N        7444  PW only
      3168    Y      Y        7443   both
      8607    Y      Y        7442   both
      9891    Y      Y        7441   both
      3165    Y      Y        7440   both
      3280    Y      Y        7439   both
       592    Y      N        7437  PW only
      5223    Y      Y        7436   both
      2357    Y      Y        7435   both
      7567    Y      Y        7434   both
      7893    Y      Y        7433   both
      4504    Y      Y        7432   both
      3929    Y      Y        7431   both
      6750    Y      Y        7430   both
      4986    Y      Y        7429   both
      2499    Y      Y        7428   both
      2167    Y      Y        7427   both
      9911    N      Y        7426  TTC only
      1334    Y      Y        7425   both
      3608    N      N        7424  neither
      6595    Y      Y        7423   both
      8249    Y      Y        7422   both
       662    N      N        7421  neither
       213    Y      Y        7420   both
       745    Y      Y        7419   both
      2273    Y      Y        7418   both
      5990    Y      Y        7417   both
      7696    Y      Y        7416   both
      2285    Y      N        7415  PW only
      6220    Y      Y        7414   both
      4994    N      N        7413  neither
      8722    N      N        7412  neither
      3594    Y      Y        7411   both
      9005    Y      Y        7410   both
       915    Y      Y        7409   both
      6766    Y      Y        7408   both
       581    Y      Y        7407   both
      5369    Y      Y        7406   both
      9693    N      N        7405  neither
      4790    Y      Y        7404   both
      4509    Y      Y        7403   both
      1324    Y      Y        7402   both
      9695    Y      Y        7401   both
      5469    Y      Y        7400   both
      3099    Y      Y        7399   both
      6450    Y      Y        7398   both
      8786    N      N        7397  neither
      4253    Y      Y        7396   both
      4166    N      N        7395  neither
      5762    Y      Y        7394   both
       410    Y      Y        7393   both
      6864    Y      Y        7392   both
      5350    Y      Y        7391   both
      8003    Y      Y        7390   both
      5991    Y      Y        7389   both
      6995    Y      Y        7388   both
      2521    Y      Y        7387   both
      7741    Y      Y        7386   both
      4606    Y      Y        7385   both
      9908    Y      Y        7384   both
      4491    Y      Y        7383   both
      6664    Y      Y        7382   both
      8005    Y      Y        7381   both
      3191    N      N        7380  neither
      4266    Y      Y        7379   both
      4908    N      N        7378  neither
      3197    Y      Y        7377   both
      1791    Y      Y        7376   both
      1086    Y      Y        7375   both
      7406    Y      Y        7374   both
      3004    N      N        7373  neither
      4097    Y      Y        7372   both
      1340    Y      Y        7371   both
      9872    Y      Y        7370   both
       859    Y      Y        7369   both
      5411    N      N        7368  neither
      7871    Y      Y        7367   both
      2205    Y      N        7366  PW only
      1333    Y      Y        7365   both
       670    Y      Y        7364   both
      9767    Y      Y        7363   both
      9556    Y      Y        7362   both
      9608    N      N        7361  neither
      6379    Y      Y        7360   both
      7372    Y      Y        7359   both
      8455    Y      Y        7358   both
      8776    Y      Y        7357   both
      2088    Y      Y        7356   both
      6358    Y      Y        7355   both
      8335    N      N        7354  neither
      4592    Y      Y        7353   both
      9697    Y      N        7352  PW only
      4651    N      N        7350  neither
      1229    Y      Y        7349   both
      3271    N      N        7348  neither
      4569    Y      Y        7347   both
      9655    Y      Y        7346   both
      9774    Y      Y        7345   both
      9686    Y      N        7344  PW only
      3693    N      N        7343  neither
      9069    Y      Y        7342   both
      5328    Y      Y        7341   both
      6519    Y      N        7340  PW only
      4240    N      N        7339  neither
      1939    N      N        7338  neither
      4902    N      N        7337  neither
      6347    Y      Y        7336   both
      2330    Y      Y        7335   both
      3036    Y      Y        7334   both
      5801    N      Y        7333  TTC only
      9770    N      N        7332  neither
      7514    Y      Y        7331   both
      1106    Y      Y        7330   both
      6549    Y      Y        7329   both
      8185    Y      Y        7328   both
      5604    Y      Y        7327   both
      4169    N      N        7326  neither
      3469    N      N        7325  neither
      4852    Y      Y        7324   both
      2360    Y      Y        7323   both
      2922    Y      Y        7322   both
      5583    Y      Y        7321   both
      2903    Y      Y        7320   both
      1272    Y      Y        7319   both
      8532    Y      Y        7318   both
      1304    N      N        7317  neither
       629    Y      Y        7316   both
      1767    Y      Y        7315   both
      2755    Y      Y        7314   both
      2478    Y      Y        7313   both
      9538    Y      Y        7311   both
      6846    Y      Y        7310   both
      6701    Y      Y        7309   both
      4481    Y      Y        7308   both
      6178    Y      Y        7307   both
       320    Y      N        7306  PW only
      2934    Y      Y        7305   both
      7349    Y      Y        7304   both
      5033    Y      Y        7303   both
      6795    N      N        7302  neither
      3583    Y      Y        7301   both
      2373    Y      Y        7300   both
      7757    Y      N        7299  PW only
      4616    Y      Y        7298   both
      5300    N      Y        7297  TTC only
      6150    Y      Y        7296   both
      8760    Y      Y        7295   both
      1236    N      N        7294  neither
       842    N      Y        7293  TTC only
      1505    Y      N        7292  PW only
      9980    Y      Y        7291   both
       707    Y      Y        7290   both
      5720    Y      Y        7289   both
      8559    Y      Y        7288   both
      3527    Y      Y        7287   both
      9942    Y      Y        7286   both
      2261    Y      Y        7285   both
      5831    Y      Y        7284   both
      4300    Y      Y        7283   both
       418    Y      Y        7282   both
      8575    Y      Y        7281   both
      2650    Y      Y        7280   both
      9895    Y      Y        7279   both
      3194    Y      Y        7278   both
      3024    Y      Y        7277   both
      8782    N      N        7276  neither
      7950    N      N        7275  neither
      8344    Y      Y        7274   both
      4358    Y      Y        7273   both
      2855    Y      Y        7272   both
      2624    Y      Y        7271   both
       545    Y      Y        7270   both
      1683    N      N        7269  neither
      3044    Y      Y        7268   both
      1729    Y      Y        7267   both
      3302    Y      Y        7266   both
      3460    Y      Y        7265   both
      9795    Y      Y        7264   both
      7154    Y      Y        7263   both
      6113    Y      Y        7262   both
      3539    N      N        7261  neither
      3295    Y      Y        7260   both
      8164    Y      N        7259  PW only
      5252    Y      Y        7258   both
      4656    N      N        7257  neither
      3349    Y      Y        7256   both
      6471    N      Y        7255  TTC only
      3898    N      N        7254  neither
      1380    N      N        7253  neither
      7736    Y      N        7252  PW only
      3811    Y      Y        7251   both
       724    Y      Y        7250   both
      2446    N      N        7249  neither
      5698    Y      Y        7248   both
      8239    Y      N        7247  PW only
      1038    Y      Y        7246   both
       801    Y      Y        7245   both
       596    Y      Y        7244   both
      8103    N      N        7243  neither
      1034    N      N        7242  neither
      9430    Y      Y        7241   both
      1420    N      N        7240  neither
      8124    Y      Y        7239   both
      5220    Y      Y        7238   both
      1120    Y      Y        7237   both
       267    Y      Y        7236   both
      1014    Y      Y        7235   both
      6762    N      N        7234  neither
       188    Y      Y        7233   both
      5886    Y      Y        7232   both
      3507    Y      Y        7231   both
      8927    Y      Y        7230   both
      8451    Y      Y        7229   both
       978    Y      Y        7228   both
      7784    Y      Y        7227   both
      4589    Y      Y        7226   both
      9711    Y      Y        7225   both
      4869    Y      N        7224  PW only
      4951    Y      Y        7223   both
      1230    Y      Y        7222   both
      1644    Y      Y        7221   both
      6676    N      N        7220  neither
      4389    Y      Y        7219   both
      5874    Y      Y        7218   both
      2250    N      N        7217  neither
      8422    Y      Y        7216   both
      8039    N      N        7215  neither
      4212    Y      Y        7214   both
      5437    N      N        7213  neither
      4885    Y      Y        7212   both
      6422    Y      Y        7211   both
      1669    Y      Y        7210   both
      4430    N      N        7209  neither
      7768    Y      Y        7208   both
      3948    Y      N        7207  PW only
       605    Y      Y        7206   both
      4440    Y      Y        7205   both
      5467    Y      Y        7204   both
      2623    N      N        7203  neither
      7335    Y      Y        7202   both
      9388    Y      N        7201  PW only
      8566    Y      Y        7200   both
      2017    Y      Y        7199   both
      1910    Y      Y        7198   both
      5249    Y      Y        7197   both
      1903    Y      Y        7196   both
      8370    Y      Y        7195   both
      4844    Y      Y        7194   both
      3051    Y      Y        7193   both
       850    Y      Y        7192   both
      7898    Y      N        7191  PW only
      9554    Y      Y        7190   both
      3076    Y      Y        7189   both
      3992    Y      Y        7188   both
      9900    Y      Y        7187   both
      7293    Y      Y        7186   both
      4134    Y      Y        7185   both
      7346    N      N        7184  neither
       718    Y      Y        7183   both
      2431    Y      Y        7182   both
       650    Y      N        7181  PW only
      5699    Y      Y        7180   both
      8475    Y      Y        7179   both
      8905    N      Y        7178  TTC only
      8865    Y      Y        7177   both
      4141    Y      Y        7176   both
      5138    Y      Y        7175   both
      5359    Y      N        7174  PW only
      2778    N      N        7173  neither
      1771    Y      Y        7172   both
      6072    Y      Y        7171   both
      9028    N      N        7170  neither
      1942    Y      Y        7169   both
      7073    Y      Y        7168   both
      7026    Y      Y        7167   both
      5791    Y      Y        7166   both
      4964    Y      Y        7165   both
      8529    Y      Y        7164   both
      7822    Y      Y        7163   both
      2058    N      N        7162  neither
      9194    Y      Y        7161   both
      2663    Y      Y        7160   both
      8979    Y      Y        7159   both
      3572    Y      Y        7158   both
      2308    Y      Y        7157   both
      4749    Y      Y        7156   both
       564    Y      Y        7155   both
      2776    N      N        7154  neither
      1809    Y      N        7153  PW only
      8817    Y      Y        7152   both
      1024    N      N        7151  neither
      8147    Y      Y        7150   both
      2774    Y      Y        7149   both
      6604    N      N        7148  neither
      1871    Y      N        7147  PW only
       657    Y      Y        7146   both
      9836    Y      Y        7145   both
      6030    N      Y        7144  TTC only
      7430    N      Y        7143  TTC only
      9198    Y      Y        7142   both
      7157    N      N        7141  neither
      8095    Y      Y        7140   both
      4245    N      N        7139  neither
      5059    Y      Y        7138   both
      6768    Y      Y        7137   both
      4529    Y      Y        7136   both
      4018    Y      Y        7135   both
      4728    Y      Y        7134   both
      1668    Y      Y        7133   both
      7626    N      N        7132  neither
      1599    Y      N        7131  PW only
      1256    N      N        7130  neither
      8438    Y      Y        7129   both
      7525    N      N        7128  neither
      9910    Y      Y        7127   both
      2839    Y      Y        7126   both
      5224    Y      Y        7125   both
      5403    N      N        7124  neither
      1783    Y      Y        7123   both
      2020    Y      Y        7122   both
      3421    Y      Y        7121   both
      3888    Y      Y        7120   both
      6787    Y      Y        7119   both
      5949    Y      Y        7118   both
      9989    Y      Y        7117   both
      9840    Y      Y        7116   both
      8677    Y      Y        7115   both
      3974    Y      Y        7114   both
      2116    Y      Y        7113   both
      2647    Y      Y        7112   both
      2768    N      Y        7111  TTC only
      2208    Y      Y        7110   both
      9603    Y      Y        7109   both
      2057    Y      Y        7108   both
      5081    Y      Y        7107   both
      4921    Y      N        7106  PW only
       409    Y      N        7105  PW only
      6028    Y      Y        7104   both
      8421    Y      Y        7103   both
      1427    Y      Y        7102   both
      1439    N      N        7101  neither
      8105    Y      Y        7100   both
      8435    Y      Y        7099   both
      4952    Y      Y        7098   both
      5661    N      N        7097  neither
      2877    N      N        7096  neither
      2093    N      N        7095  neither
      2780    Y      Y        7094   both
      9832    Y      Y        7093   both
      4167    Y      Y        7092   both
      7579    Y      Y        7091   both
      8481    Y      Y        7090   both
      9866    Y      Y        7089   both
      8555    N      N        7088  neither
      9530    Y      N        7087  PW only
       195    Y      Y        7086   both
      9705    Y      Y        7085   both
      2473    Y      Y        7084   both
        23    Y      Y        7083   both
      6052    Y      Y        7082   both
      1679    N      N        7081  neither
      2018    Y      Y        7080   both
      3075    Y      Y        7079   both
      9485    Y      Y        7078   both
      9452    Y      Y        7077   both
      4884    N      N        7076  neither
      6390    Y      Y        7075   both
      6677    Y      Y        7074   both
       222    Y      Y        7073   both
      6196    Y      Y        7072   both
      7556    Y      Y        7071   both
      7125    Y      Y        7070   both
      2530    Y      N        7069  PW only
      8393    Y      Y        7068   both
      5181    Y      Y        7067   both
      9031    Y      Y        7066   both
      2725    Y      Y        7065   both
      5122    Y      Y        7064   both
      7614    N      N        7063  neither
      2979    Y      N        7062  PW only
      7006    Y      Y        7061   both
      4668    Y      Y        7060   both
      5767    Y      Y        7059   both
      4974    Y      Y        7058   both
      5489    N      Y        7057  TTC only
      4500    Y      Y        7056   both
      3476    Y      Y        7055   both
      6492    Y      Y        7053   both
      7151    Y      Y        7052   both
      8709    Y      Y        7051   both
      4685    Y      Y        7050   both
      8635    Y      Y        7049   both
      3787    Y      Y        7048   both
      2740    N      N        7047  neither
      3979    N      N        7046  neither
       574    Y      Y        7045   both
      7973    Y      Y        7044   both
      7163    Y      Y        7043   both
      1517    Y      Y        7042   both
      2822    Y      Y        7041   both
      4419    Y      Y        7040   both
      1459    Y      Y        7039   both
      7394    Y      Y        7038   both
      2760    Y      Y        7037   both
      6040    Y      Y        7036   both
       958    Y      Y        7035   both
      9652    Y      Y        7034   both
      9152    Y      Y        7033   both
      9063    Y      Y        7032   both
      3833    N      N        7031  neither
      9189    Y      Y        7030   both
      8682    Y      Y        7029   both
       792    Y      N        7028  PW only
      4743    Y      Y        7027   both
       788    Y      Y        7026   both
      4453    Y      Y        7025   both
      7902    Y      Y        7024   both
      3169    Y      Y        7023   both
      4427    Y      Y        7022   both
      8367    Y      Y        7021   both
      9071    Y      Y        7020   both
      4039    Y      Y        7019   both
      5770    Y      Y        7018   both
      7451    Y      Y        7017   both
      5459    Y      Y        7016   both
      2775    Y      Y        7015   both
      8361    N      N        7014  neither
      4407    Y      Y        7013   both
      7300    Y      Y        7012   both
      7892    Y      Y        7011   both
      4067    Y      Y        7010   both
       732    Y      Y        7009   both
      8424    N      N        7008  neither
      7790    Y      Y        7007   both
      9300    Y      Y        7006   both
      4738    Y      Y        7005   both
       669    Y      Y        7004   both
      7186    Y      Y        7003   both
      1382    Y      Y        7002   both
      6412    Y      Y        7001   both
      6955    Y      Y        7000   both
      6566    N      N        6999  neither
      1625    Y      Y        6998   both
      3681    N      Y        6997  TTC only
      1162    Y      Y        6996   both
      1674    Y      Y        6995   both
      7040    Y      Y        6994   both
      6956    Y      N        6993  PW only
      6462    Y      Y        6992   both
      6650    N      N        6991  neither
      3439    Y      Y        6990   both
      6237    Y      Y        6989   both
      1166    Y      Y        6988   both
      1477    Y      Y        6987   both
      1583    N      N        6986  neither
      8989    N      N        6985  neither
      2445    N      N        6984  neither
      2372    Y      Y        6983   both
      9834    Y      Y        6982   both
      7844    Y      Y        6981   both
      6960    N      N        6980  neither
      8240    Y      N        6979  PW only
      9068    Y      Y        6978   both
      6397    Y      Y        6977   both
      3618    N      N        6976  neither
      2643    Y      Y        6975   both
      7366    Y      Y        6974   both
       655    Y      Y        6973   both
      6275    Y      Y        6972   both
      3296    Y      Y        6971   both
      4703    Y      Y        6970   both
      7448    Y      N        6969  PW only
      8072    Y      Y        6968   both
      1001    Y      Y        6967   both
      8275    Y      N        6966  PW only
      9121    Y      Y        6965   both
      1587    N      Y        6964  TTC only
      5725    Y      Y        6963   both
      8381    Y      Y        6962   both
      1460    Y      Y        6961   both
      1922    Y      Y        6960   both
       648    Y      N        6959  PW only
      2669    Y      Y        6958   both
      7666    Y      N        6957  PW only
      7523    Y      Y        6956   both
      8270    N      N        6955  neither
      9268    Y      N        6954  PW only
      8390    Y      N        6953  PW only
      3511    N      N        6952  neither
      7929    N      N        6951  neither
      6252    N      N        6950  neither
      9889    Y      Y        6949   both
      2961    Y      Y        6948   both
      9519    Y      Y        6947   both
      6213    Y      Y        6946   both
      5998    Y      Y        6945   both
      4049    Y      Y        6944   both
      6920    Y      Y        6943   both
      6105    Y      Y        6942   both
      1480    Y      Y        6941   both
      1754    Y      Y        6940   both
      6182    N      N        6939  neither
       246    Y      Y        6938   both
      8838    Y      N        6937  PW only
      4558    Y      Y        6936   both
      7689    Y      Y        6935   both
      5412    Y      Y        6934   both
      2731    N      N        6933  neither
      3046    N      N        6932  neither
      5553    Y      Y        6931   both
      6146    Y      Y        6930   both
      4308    Y      Y        6929   both
       533    Y      Y        6928   both
      8752    Y      Y        6927   both
      4976    Y      N        6926  PW only
      4762    Y      Y        6925   both
      1118    Y      Y        6924   both
      6313    Y      Y        6923   both
      2821    Y      Y        6922   both
      4017    Y      N        6921  PW only
      1160    Y      Y        6920   both
      9051    Y      Y        6919   both
       927    N      Y        6918  TTC only
      6837    Y      Y        6917   both
      8191    Y      Y        6916   both
      7438    Y      Y        6915   both
      9992    Y      Y        6914   both
      9978    Y      Y        6913   both
      3633    Y      Y        6912   both
      5555    Y      Y        6911   both
      8053    Y      Y        6910   both
      2866    N      N        6909  neither
      7865    Y      N        6908  PW only
       224    N      Y        6907  TTC only
       737    Y      N        6906  PW only
      2704    Y      Y        6905   both
      9260    Y      Y        6904   both
      9377    Y      Y        6903   both
      8822    Y      Y        6902   both
      1757    N      N        6901  neither
      6245    Y      N        6900  PW only
      4307    Y      Y        6899   both
      3481    Y      Y        6898   both
      7651    N      Y        6897  TTC only
      3309    Y      Y        6896   both
      5121    Y      Y        6895   both
      2529    N      N        6894  neither
      1746    Y      Y        6893   both
      5954    Y      Y        6892   both
      9211    Y      Y        6891   both
       176    Y      Y        6890   both
      4456    Y      Y        6889   both
      5156    N      N        6888  neither
       122    Y      Y        6887   both
      7632    Y      Y        6886   both
      5880    N      Y        6885  TTC only
      2916    Y      Y        6884   both
      6261    Y      Y        6883   both
      5999    Y      Y        6882   both
      1202    Y      Y        6881   both
      1006    Y      Y        6880   both
      1666    Y      Y        6879   both
      7704    N      N        6878  neither
      9099    N      N        6877  neither
       215    N      N        6876  neither
      7244    Y      Y        6875   both
       637    Y      Y        6874   both
      2705    Y      Y        6873   both
      2876    Y      Y        6872   both
      6999    N      Y        6871  TTC only
      1893    N      N        6870  neither
      2203    N      N        6869  neither
      6607    Y      Y        6868   both
      1211    Y      Y        6867   both
      3035    Y      Y        6866   both
      3092    Y      Y        6865   both
      6041    Y      Y        6864   both
      5194    Y      Y        6863   both
      1787    N      N        6862  neither
      4378    N      N        6861  neither
      3506    N      N        6860  neither
      6361    Y      Y        6859   both
      3393    Y      Y        6858   both
      2016    N      Y        6857  TTC only
      2403    Y      Y        6856   both
      5013    N      N        6855  neither
      9521    Y      Y        6854   both
      9412    N      N        6853  neither
      6001    N      N        6852  neither
       519    Y      Y        6851   both
      9185    Y      Y        6850   both
      8116    Y      Y        6849   both
      9186    N      N        6848  neither
        30    Y      Y        6847   both
      7400    Y      Y        6846   both
      9571    Y      Y        6845   both
      9108    Y      N        6844  PW only
      7065    N      N        6842  neither
      1732    N      N        6841  neither
      7713    N      N        6840  neither
      4285    N      N        6839  neither
      5641    Y      N        6838  PW only
      9205    Y      Y        6837   both
      3468    Y      Y        6836   both
      8894    Y      Y        6835   both
      4914    N      N        6834  neither
      1373    N      N        6833  neither
      3525    N      N        6832  neither
      7418    Y      Y        6831   both
      1776    Y      Y        6830   both
      5960    N      N        6829  neither
      6449    Y      Y        6828   both
      6417    Y      Y        6827   both
      5112    N      Y        6826  TTC only
       517    Y      Y        6825   both
      2904    Y      N        6824  PW only
      5994    N      N        6823  neither
      7930    Y      Y        6822   both
      4934    N      N        6821  neither
      8130    N      N        6820  neither
      4475    Y      Y        6819   both
      4841    Y      Y        6818   both
      5808    N      N        6817  neither
       375    Y      Y        6816   both
      7911    Y      Y        6815   both
      6822    N      N        6814  neither
      2812    Y      Y        6813   both
      1847    Y      Y        6812   both
      2090    Y      Y        6811   both
      3415    Y      Y        6810   both
      2121    Y      Y        6809   both
      2496    N      N        6808  neither
      7554    Y      Y        6807   both
      9138    Y      Y        6806   both
      7800    Y      N        6805  PW only
      3503    Y      Y        6804   both
      7786    N      N        6803  neither
      8671    N      N        6802  neither
      4040    Y      Y        6801   both
      9361    N      Y        6800  TTC only
      6688    Y      Y        6799   both
      4887    Y      Y        6798   both
      3331    N      N        6797  neither
      2073    Y      Y        6796   both
      3750    Y      Y        6795   both
      5038    N      N        6794  neither
      3142    Y      Y        6793   both
      7507    Y      Y        6792   both
      1938    Y      Y        6791   both
      2898    N      N        6790  neither
      2309    N      N        6789  neither
      4824    N      N        6788  neither
      1313    Y      Y        6787   both
      8448    Y      Y        6786   both
