algorithm,day,waitlist_before,patients_resolved,new_requests,waitlist_after,satisfaction_rate,cycles_found,avg_cycle_length,max_cycle_length
True TTC,66,31670,650,1000,32020,0.020524,177,3.6723,9
True TTC,67,32020,752,1000,32268,0.023485,219,3.4338,10
True TTC,68,32268,890,1000,32378,0.027582,267,3.3333,7
True TTC,69,32378,765,1000,32613,0.023627,225,3.4000,8
True TTC,70,32613,793,1000,32820,0.024315,240,3.3042,8
True TTC,71,32820,542,1000,33278,0.016514,165,3.2848,9
True TTC,72,33278,706,1000,33572,0.021215,208,3.3942,9
True TTC,73,33572,757,1000,33815,0.022549,227,3.3348,7
True TTC,74,33815,765,1000,34050,0.022623,222,3.4459,8
True TTC,75,34050,862,1000,34188,0.025316,252,3.4206,8
True TTC,76,34188,799,1000,34389,0.023371,232,3.4440,9
True TTC,77,34389,792,1000,34597,0.023031,227,3.4890,8
True TTC,78,34597,905,1000,34692,0.026158,278,3.2554,9
True TTC,79,34692,1115,1000,34577,0.032140,322,3.4627,8
True TTC,80,34577,772,1000,34805,0.022327,223,3.4619,8
True TTC,81,34805,631,1000,35174,0.018130,179,3.5251,8
True TTC,82,35174,1019,1000,35155,0.028970,303,3.3630,10
True TTC,83,35155,1116,1000,35039,0.031745,325,3.4338,9
True TTC,84,35039,755,1000,35284,0.021547,227,3.3260,10
True TTC,85,35284,763,1000,35521,0.021625,216,3.5324,8
True TTC,86,35521,1065,1000,35456,0.029982,317,3.3596,9
True TTC,87,35456,850,1000,35606,0.023973,248,3.4274,9
True TTC,88,35606,1061,1000,35545,0.029798,308,3.4448,8
True TTC,89,35545,681,1000,35864,0.019159,199,3.4221,8
True TTC,90,35864,914,1000,35950,0.025485,271,3.3727,9
True TTC,91,35950,655,1000,36295,0.018220,191,3.4293,8
True TTC,92,36295,903,1000,36392,0.024879,274,3.2956,8
True TTC,93,36392,889,1000,36503,0.024428,268,3.3172,7
True TTC,94,36503,1011,1000,36492,0.027696,307,3.2932,8
True TTC,95,36492,662,1000,36830,0.018141,191,3.4660,9
True TTC,96,36830,1085,1000,36745,0.029460,320,3.3906,9
True TTC,97,36745,853,1000,36892,0.023214,254,3.3583,8
True TTC,98,36892,877,1000,37015,0.023772,260,3.3731,8
True TTC,99,37015,1029,1000,36986,0.027800,309,3.3301,8
True TTC,100,36986,880,1000,37106,0.023793,254,3.4646,9
True TTC,101,37106,913,1000,37193,0.024605,274,3.3321,9
True TTC,102,37193,888,1000,37305,0.023875,261,3.4023,8
True TTC,103,37305,933,1000,37372,0.025010,264,3.5341,9
True TTC,104,37372,765,1000,37607,0.020470,222,3.4459,8
True TTC,105,37607,710,1000,37897,0.018879,213,3.3333,8
True TTC,106,37897,837,1000,38060,0.022086,245,3.4163,9
True TTC,107,38060,879,1000,38181,0.023095,254,3.4606,7
True TTC,108,38181,744,1000,38437,0.019486,225,3.3067,9
True TTC,109,38437,807,1000,38630,0.020995,240,3.3625,8
True TTC,110,38630,777,1000,38853,0.020114,231,3.3636,8
True TTC,111,38853,710,1000,39143,0.018274,208,3.4135,9
True TTC,112,39143,875,1000,39268,0.022354,250,3.5000,9
True TTC,113,39268,1049,1000,39219,0.026714,308,3.4058,8
True TTC,114,39219,947,1000,39272,0.024146,288,3.2882,7
True TTC,115,39272,781,1000,39491,0.019887,233,3.3519,8
True TTC,116,39491,991,1000,39500,0.025094,297,3.3367,7
True TTC,117,39500,899,1000,39601,0.022759,272,3.3051,8
True TTC,118,39601,1044,1000,39557,0.026363,318,3.2830,8
True TTC,119,39557,686,1000,39871,0.017342,200,3.4300,7
True TTC,120,39871,1173,1000,39698,0.029420,348,3.3707,8
True TTC,121,39698,820,1000,39878,0.020656,253,3.2411,9
True TTC,122,39878,922,1000,39956,0.023121,283,3.2580,7
True TTC,123,39956,805,1000,40151,0.020147,232,3.4698,8
True TTC,124,40151,1011,1000,40140,0.025180,300,3.3700,8
True TTC,125,40140,798,1000,40342,0.019880,235,3.3957,8
True TTC,126,40342,909,1000,40433,0.022532,263,3.4563,8
True TTC,127,40433,783,1000,40650,0.019365,237,3.3038,8
True TTC,128,40650,934,1000,40716,0.022977,279,3.3477,8
True TTC,129,40716,1177,1000,40539,0.028908,347,3.3919,9
True TTC,130,40539,883,1000,40656,0.021781,256,3.4492,9
True TTC,131,40656,1124,1000,40532,0.027647,337,3.3353,8
True TTC,132,40532,978,1000,40554,0.024129,299,3.2709,8
True TTC,133,40554,852,1000,40702,0.021009,249,3.4217,8
True TTC,134,40702,885,1000,40817,0.021743,265,3.3396,9
True TTC,135,40817,820,1000,40997,0.020090,235,3.4894,8
True TTC,136,40997,1027,1000,40970,0.025051,297,3.4579,10
True TTC,137,40970,1102,1000,40868,0.026898,329,3.3495,8
True TTC,138,40868,844,1000,41024,0.020652,248,3.4032,8
True TTC,139,41024,837,1000,41187,0.020403,245,3.4163,9
True TTC,140,41187,1070,1000,41117,0.025979,318,3.3648,8
True TTC,141,41117,974,1000,41143,0.023688,282,3.4539,9
True TTC,142,41143,1066,1000,41077,0.025910,303,3.5182,9
True TTC,143,41077,897,1000,41180,0.021837,262,3.4237,9
True TTC,144,41180,971,1000,41209,0.023579,279,3.4803,10
True TTC,145,41209,900,1000,41309,0.021840,259,3.4749,9
True TTC,146,41309,875,1000,41434,0.021182,254,3.4449,8
True TTC,147,41434,958,1000,41476,0.023121,285,3.3614,9
True TTC,148,41476,808,1000,41668,0.019481,230,3.5130,8
True TTC,149,41668,1047,1000,41621,0.025127,305,3.4328,9
True TTC,150,41621,871,1000,41750,0.020927,255,3.4157,8
True TTC,151,41750,910,1000,41840,0.021796,274,3.3212,9
True TTC,152,41840,942,1000,41898,0.022514,271,3.4760,9
True TTC,153,41898,763,1000,42135,0.018211,233,3.2747,8
True TTC,154,42135,663,1000,42472,0.015735,194,3.4175,7
True TTC,155,42472,937,1000,42535,0.022062,279,3.3584,8
True TTC,156,42535,872,1000,42663,0.020501,257,3.3930,8
True TTC,157,42663,946,1000,42717,0.022174,284,3.3310,8
True TTC,158,42717,944,1000,42773,0.022099,275,3.4327,8
True TTC,159,42773,892,1000,42881,0.020854,262,3.4046,9
True TTC,160,42881,1109,1000,42772,0.025862,340,3.2618,8
True TTC,161,42772,960,1000,42812,0.022445,284,3.3803,9
True TTC,162,42812,1047,1000,42765,0.024456,304,3.4441,8
True TTC,163,42765,949,1000,42816,0.022191,281,3.3772,8
True TTC,164,42816,1074,1000,42742,0.025084,314,3.4204,8
True TTC,165,42742,813,1000,42929,0.019021,248,3.2782,8
True TTC,166,42929,1089,1000,42840,0.025367,335,3.2507,8
True TTC,167,42840,910,1000,42930,0.021242,275,3.3091,9
True TTC,168,42930,1009,1000,42921,0.023503,294,3.4320,9
True TTC,169,42921,778,1000,43143,0.018126,224,3.4732,8
True TTC,170,43143,899,1000,43244,0.020838,265,3.3925,8
True TTC,171,43244,859,1000,43385,0.019864,257,3.3424,7
True TTC,172,43385,1129,1000,43256,0.026023,331,3.4109,9
True TTC,173,43256,967,1000,43289,0.022355,289,3.3460,9
True TTC,174,43289,1027,1000,43262,0.023724,304,3.3783,7
True TTC,175,43262,1164,1000,43098,0.026906,364,3.1978,8
True TTC,176,43098,950,1000,43148,0.022043,269,3.5316,8
True TTC,177,43148,937,1000,43211,0.021716,273,3.4322,8
True TTC,178,43211,957,1000,43254,0.022147,284,3.3697,9
True TTC,179,43254,828,1000,43426,0.019143,246,3.3659,7
True TTC,180,43426,948,1000,43478,0.021830,276,3.4348,9
True TTC,181,43478,844,1000,43634,0.019412,253,3.3360,8
True TTC,182,43634,986,1000,43648,0.022597,284,3.4718,9
True TTC,183,43648,837,1000,43811,0.019176,254,3.2953,8
True TTC,184,43811,1093,1000,43718,0.024948,317,3.4479,8
True TTC,185,43718,1167,1000,43551,0.026694,337,3.4629,9
True TTC,186,43551,1087,1000,43464,0.024959,320,3.3969,8
True TTC,187,43464,851,1000,43613,0.019579,252,3.3770,9
True TTC,188,43613,915,1000,43698,0.020980,265,3.4528,8
True TTC,189,43698,862,1000,43836,0.019726,257,3.3541,8
True TTC,190,43836,1042,1000,43794,0.023770,304,3.4276,8
True TTC,191,43794,1062,1000,43732,0.024250,315,3.3714,8
True TTC,192,43732,799,1000,43933,0.018270,249,3.2088,8
True TTC,193,43933,1017,1000,43916,0.023149,307,3.3127,7
True TTC,194,43916,906,1000,44010,0.020630,274,3.3066,8
True TTC,195,44010,830,1000,44180,0.018859,246,3.3740,8
True TTC,196,44180,734,1000,44446,0.016614,229,3.2052,8
True TTC,197,44446,868,1000,44578,0.019529,253,3.4308,9
True TTC,198,44578,799,1000,44779,0.017924,225,3.5511,8
True TTC,199,44779,1021,1000,44758,0.022801,311,3.2830,7
True TTC,200,44758,1011,1000,44747,0.022588,298,3.3926,9
True TTC,201,44747,884,1000,44863,0.019756,267,3.3109,8
True TTC,202,44863,1028,1000,44835,0.022914,303,3.3927,8
True TTC,203,44835,944,1000,44891,0.021055,274,3.4453,9
True TTC,204,44891,868,1000,45023,0.019336,251,3.4582,8
True TTC,205,45023,1092,1000,44931,0.024254,323,3.3808,9
True TTC,206,44931,1025,1000,44906,0.022813,314,3.2643,9
True TTC,207,44906,1078,1000,44828,0.024006,303,3.5578,8
True TTC,208,44828,910,1000,44918,0.020300,269,3.3829,8
True TTC,209,44918,967,1000,44951,0.021528,282,3.4291,8
True TTC,210,44951,883,1000,45068,0.019644,262,3.3702,8
True TTC,211,45068,1260,1000,44808,0.027958,372,3.3871,9
True TTC,212,44808,845,1000,44963,0.018858,246,3.4350,8
True TTC,213,44963,812,1000,45151,0.018059,232,3.5000,9
True TTC,214,45151,795,1000,45356,0.017608,231,3.4416,8
True TTC,215,45356,1000,1000,45356,0.022048,300,3.3333,7
True TTC,216,45356,1038,1000,45318,0.022886,306,3.3922,8
True TTC,217,45318,909,1000,45409,0.020058,262,3.4695,9
True TTC,218,45409,899,1000,45510,0.019798,257,3.4981,8
True TTC,219,45510,887,1000,45623,0.019490,267,3.3221,9
True TTC,220,45623,877,1000,45746,0.019223,259,3.3861,8
True TTC,221,45746,996,1000,45750,0.021772,288,3.4583,8
True TTC,222,45750,1144,1000,45606,0.025005,346,3.3064,9
True TTC,223,45606,933,1000,45673,0.020458,274,3.4051,8
True TTC,224,45673,1042,1000,45631,0.022814,303,3.4389,8
True TTC,225,45631,1066,1000,45565,0.023361,309,3.4498,9
True TTC,226,45565,981,1000,45584,0.021530,293,3.3481,8
True TTC,227,45584,1001,1000,45583,0.021959,289,3.4637,8
True TTC,228,45583,1041,1000,45542,0.022837,308,3.3799,7
True TTC,229,45542,1056,1000,45486,0.023187,300,3.5200,8
True TTC,230,45486,789,1000,45697,0.017346,233,3.3863,8
True TTC,231,45697,1246,1000,45451,0.027267,347,3.5908,8
True TTC,232,45451,915,1000,45536,0.020132,279,3.2796,7
True TTC,233,45536,946,1000,45590,0.020775,283,3.3428,9
True TTC,234,45590,1027,1000,45563,0.022527,304,3.3783,9
True TTC,235,45563,1143,1000,45420,0.025086,326,3.5061,8
True TTC,236,45420,973,1000,45447,0.021422,278,3.5000,8
True TTC,237,45447,906,1000,45541,0.019935,275,3.2945,8
True TTC,238,45541,1160,1000,45381,0.025472,340,3.4118,10
True TTC,239,45381,1084,1000,45297,0.023887,320,3.3875,9
True TTC,240,45297,1072,1000,45225,0.023666,321,3.3396,8
True TTC,241,45225,1075,1000,45150,0.023770,313,3.4345,8
True TTC,242,45150,1107,1000,45043,0.024518,334,3.3144,8
True TTC,243,45043,1105,1000,44938,0.024532,326,3.3896,8
True TTC,244,44938,1088,1000,44850,0.024211,309,3.5210,8
True TTC,245,44850,1001,1000,44849,0.022319,292,3.4281,8
True TTC,246,44849,984,1000,44865,0.021940,284,3.4648,8
True TTC,247,44865,955,1000,44910,0.021286,280,3.4107,7
True TTC,248,44910,976,1000,44934,0.021732,293,3.3311,8
True TTC,249,44934,1047,1000,44887,0.023301,305,3.4328,8
True TTC,250,44887,848,1000,45039,0.018892,240,3.5333,8
True TTC,251,45039,882,1000,45157,0.019583,253,3.4862,9
True TTC,252,45157,1279,1000,44878,0.028323,386,3.3135,8
True TTC,253,44878,991,1000,44887,0.022082,296,3.3480,7
True TTC,254,44887,1004,1000,44883,0.022367,312,3.2179,7
True TTC,255,44883,819,1000,45064,0.018247,241,3.3983,8
True TTC,256,45064,968,1000,45096,0.021481,283,3.4205,9
True TTC,257,45096,1073,1000,45023,0.023794,318,3.3742,8
True TTC,258,45023,948,1000,45075,0.021056,280,3.3857,8
True TTC,259,45075,801,1000,45274,0.017770,235,3.4085,9
True TTC,260,45274,1112,1000,45162,0.024562,323,3.4427,9
True TTC,261,45162,893,1000,45269,0.019773,280,3.1893,9
True TTC,262,45269,858,1000,45411,0.018953,259,3.3127,8
True TTC,263,45411,814,1000,45597,0.017925,248,3.2823,7
True TTC,264,45597,971,1000,45626,0.021295,291,3.3368,9
True TTC,265,45626,946,1000,45680,0.020734,276,3.4275,8
True TTC,266,45680,1077,1000,45603,0.023577,325,3.3138,8
True TTC,267,45603,1059,1000,45544,0.023222,307,3.4495,8
True TTC,268,45544,1098,1000,45446,0.024109,329,3.3374,8
True TTC,269,45446,1014,1000,45432,0.022312,288,3.5208,10
True TTC,270,45432,808,1000,45624,0.017785,241,3.3527,8
True TTC,271,45624,938,1000,45686,0.020559,292,3.2123,8
True TTC,272,45686,933,1000,45753,0.020422,275,3.3927,9
True TTC,273,45753,933,1000,45820,0.020392,272,3.4301,9
True TTC,274,45820,943,1000,45877,0.020581,280,3.3679,8
True TTC,275,45877,1069,1000,45808,0.023301,324,3.2994,8
True TTC,276,45808,945,1000,45863,0.020630,280,3.3750,8
True TTC,277,45863,1174,1000,45689,0.025598,346,3.3931,9
True TTC,278,45689,887,1000,45802,0.019414,252,3.5198,8
True TTC,279,45802,1021,1000,45781,0.022292,311,3.2830,9
True TTC,280,45781,1116,1000,45665,0.024377,337,3.3116,8
True TTC,281,45665,815,1000,45850,0.017847,249,3.2731,9
True TTC,282,45850,1046,1000,45804,0.022814,300,3.4867,9
True TTC,283,45804,1008,1000,45796,0.022007,306,3.2941,9
True TTC,284,45796,779,1000,46017,0.017010,223,3.4933,9
True TTC,285,46017,926,1000,46091,0.020123,274,3.3796,7
True TTC,286,46091,1102,1000,45989,0.023909,318,3.4654,8
True TTC,287,45989,928,1000,46061,0.020179,282,3.2908,8
True TTC,288,46061,868,1000,46193,0.018845,251,3.4582,9
True TTC,289,46193,1065,1000,46128,0.023055,315,3.3810,9
True TTC,290,46128,912,1000,46216,0.019771,272,3.3529,9
True TTC,291,46216,960,1000,46256,0.020772,282,3.4043,9
True TTC,292,46256,798,1000,46458,0.017252,230,3.4696,8
True TTC,293,46458,985,1000,46473,0.021202,294,3.3503,9
True TTC,294,46473,842,1000,46631,0.018118,257,3.2763,8
True TTC,295,46631,949,1000,46682,0.020351,282,3.3652,8
True TTC,296,46682,1045,1000,46637,0.022386,314,3.3280,8
True TTC,297,46637,1109,1000,46528,0.023779,332,3.3404,9
True TTC,298,46528,723,1000,46805,0.015539,224,3.2277,8
True TTC,299,46805,994,1000,46811,0.021237,289,3.4394,9
True TTC,300,46811,1057,1000,46754,0.022580,310,3.4097,8
True TTC,301,46754,878,1000,46876,0.018779,264,3.3258,8
True TTC,302,46876,974,1000,46902,0.020778,296,3.2905,8
True TTC,303,46902,1026,1000,46876,0.021875,297,3.4545,9
True TTC,304,46876,911,1000,46965,0.019434,274,3.3248,8
True TTC,305,46965,1018,1000,46947,0.021676,300,3.3933,9
True TTC,306,46947,940,1000,47007,0.020023,289,3.2526,8
True TTC,307,47007,866,1000,47141,0.018423,263,3.2928,8
True TTC,308,47141,1184,1000,46957,0.025116,347,3.4121,8
True TTC,309,46957,1140,1000,46817,0.024278,325,3.5077,8
True TTC,310,46817,1085,1000,46732,0.023175,336,3.2292,8
True TTC,311,46732,1062,1000,46670,0.022725,313,3.3930,8
True TTC,312,46670,905,1000,46765,0.019391,262,3.4542,8
True TTC,313,46765,1002,1000,46763,0.021426,299,3.3512,8
True TTC,314,46763,905,1000,46858,0.019353,260,3.4808,8
True TTC,315,46858,958,1000,46900,0.020445,285,3.3614,8
True TTC,316,46900,1037,1000,46863,0.022111,308,3.3669,8
True TTC,317,46863,1303,1000,46560,0.027804,378,3.4471,8
True TTC,318,46560,1266,1000,46294,0.027191,365,3.4685,8
True TTC,319,46294,1101,1000,46193,0.023783,323,3.4087,9
True TTC,320,46193,977,1000,46216,0.021150,296,3.3007,8
True TTC,321,46216,921,1000,46295,0.019928,267,3.4494,9
True TTC,322,46295,1046,1000,46249,0.022594,303,3.4521,8
True TTC,323,46249,964,1000,46285,0.020844,283,3.4064,8
True TTC,324,46285,1013,1000,46272,0.021886,293,3.4573,9
True TTC,325,46272,1098,1000,46174,0.023729,329,3.3374,8
True TTC,326,46174,817,1000,46357,0.017694,245,3.3347,7
True TTC,327,46357,1162,1000,46195,0.025066,353,3.2918,10
True TTC,328,46195,1056,1000,46139,0.022860,325,3.2492,8
True TTC,329,46139,894,1000,46245,0.019376,262,3.4122,8
True TTC,330,46245,1186,1000,46059,0.025646,348,3.4080,8
True TTC,331,46059,773,1000,46286,0.016783,226,3.4204,9
True TTC,332,46286,1086,1000,46200,0.023463,326,3.3313,9
True TTC,333,46200,1028,1000,46172,0.022251,306,3.3595,9
True TTC,334,46172,985,1000,46187,0.021333,287,3.4321,9
True TTC,335,46187,944,1000,46243,0.020439,285,3.3123,8
True TTC,336,46243,1093,1000,46150,0.023636,332,3.2922,9
True TTC,337,46150,1077,1000,46073,0.023337,307,3.5081,9
True TTC,338,46073,1104,1000,45969,0.023962,334,3.3054,10
True TTC,339,45969,1014,1000,45955,0.022058,310,3.2710,9
True TTC,340,45955,1059,1000,45896,0.023044,315,3.3619,8
True TTC,341,45896,1179,1000,45717,0.025689,347,3.3977,8
True TTC,342,45717,927,1000,45790,0.020277,276,3.3587,10
True TTC,343,45790,993,1000,45797,0.021686,288,3.4479,7
True TTC,344,45797,1134,1000,45663,0.024761,319,3.5549,10
True TTC,345,45663,1124,1000,45539,0.024615,331,3.3958,8
True TTC,346,45539,1173,1000,45366,0.025758,345,3.4000,8
True TTC,347,45366,913,1000,45453,0.020125,269,3.3941,8
True TTC,348,45453,1257,1000,45196,0.027655,368,3.4158,9
True TTC,349,45196,1064,1000,45132,0.023542,324,3.2840,8
True TTC,350,45132,933,1000,45199,0.020673,263,3.5475,8
True TTC,351,45199,851,1000,45348,0.018828,251,3.3904,8
True TTC,352,45348,1239,1000,45109,0.027322,359,3.4513,9
True TTC,353,45109,1060,1000,45049,0.023499,302,3.5099,9
True TTC,354,45049,1027,1000,45022,0.022797,304,3.3783,8
True TTC,355,45022,1067,1000,44955,0.023700,316,3.3766,8
True TTC,356,44955,1109,1000,44846,0.024669,345,3.2145,9
True TTC,357,44846,975,1000,44871,0.021741,287,3.3972,8
True TTC,358,44871,898,1000,44973,0.020013,266,3.3759,9
True TTC,359,44973,956,1000,45017,0.021257,288,3.3194,8
True TTC,360,45017,1103,1000,44914,0.024502,330,3.3424,8
Greedy DFS,1,30000,24528,1000,6472,0.817600,2906,8.4405,113
Greedy DFS,2,6472,913,1000,6559,0.141069,90,10.1444,38
Greedy DFS,3,6559,862,1000,6697,0.131422,120,7.1833,38
Greedy DFS,4,6697,829,1000,6868,0.123787,99,8.3737,68
Greedy DFS,5,6868,855,1000,7013,0.124490,89,9.6067,61
Greedy DFS,6,7013,883,1000,7130,0.125909,66,13.3788,79
Greedy DFS,7,7130,863,1000,7267,0.121038,69,12.5072,66
Greedy DFS,8,7267,794,1000,7473,0.109261,59,13.4576,68
Greedy DFS,9,7473,795,1000,7678,0.106383,55,14.4545,79
Greedy DFS,10,7678,855,1000,7823,0.111357,52,16.4423,90
Greedy DFS,11,7823,783,1000,8040,0.100089,44,17.7955,89
Greedy DFS,12,8040,891,1000,8149,0.110821,49,18.1837,98
Greedy DFS,13,8149,858,1000,8291,0.105289,59,14.5424,106
Greedy DFS,14,8291,850,1000,8441,0.102521,51,16.6667,90
Greedy DFS,15,8441,845,1000,8596,0.100107,44,19.2045,105
Greedy DFS,16,8596,850,1000,8746,0.098883,32,26.5625,86
Greedy DFS,17,8746,813,1000,8933,0.092957,27,30.1111,143
Greedy DFS,18,8933,851,1000,9082,0.095265,39,21.8205,164
Greedy DFS,19,9082,900,1000,9182,0.099097,29,31.0345,208
Greedy DFS,20,9182,818,1000,9364,0.089087,32,25.5625,131
Greedy DFS,21,9364,804,1000,9560,0.085861,34,23.6471,123
Greedy DFS,22,9560,887,1000,9673,0.092782,33,26.8788,145
Greedy DFS,23,9673,866,1000,9807,0.089528,39,22.2051,142
Greedy DFS,24,9807,803,1000,10004,0.081880,32,25.0938,101
Greedy DFS,25,10004,878,1000,10126,0.087765,35,25.0857,108
Greedy DFS,26,10126,831,1000,10295,0.082066,32,25.9688,136
Greedy DFS,27,10295,837,1000,10458,0.081302,28,29.8929,167
Greedy DFS,28,10458,882,1000,10576,0.084337,31,28.4516,152
Greedy DFS,29,10576,852,1000,10724,0.080560,34,25.0588,204
Greedy DFS,30,10724,853,1000,10871,0.079541,37,23.0541,138
Greedy DFS,31,10871,848,1000,11023,0.078006,32,26.5000,155
Greedy DFS,32,11023,828,1000,11195,0.075116,29,28.5517,266
Greedy DFS,33,11195,847,1000,11348,0.075659,23,36.8261,177
Greedy DFS,34,11348,829,1000,11519,0.073053,33,25.1212,160
Greedy DFS,35,11519,925,1000,11594,0.080302,30,30.8333,173
Greedy DFS,36,11594,846,1000,11748,0.072969,27,31.3333,168
Greedy DFS,37,11748,804,1000,11944,0.068437,23,34.9565,132
Greedy DFS,38,11944,816,1000,12128,0.068319,20,40.8000,217
Greedy DFS,39,12128,877,1000,12251,0.072312,22,39.8636,153
Greedy DFS,40,12251,796,1000,12455,0.064974,33,24.1212,116
Greedy DFS,41,12455,864,1000,12591,0.069370,18,48.0000,166
Greedy DFS,42,12591,820,1000,12771,0.065126,20,41.0000,131
Greedy DFS,43,12771,870,1000,12901,0.068123,18,48.3333,216
Greedy DFS,44,12901,809,1000,13092,0.062708,14,57.7857,177
Greedy DFS,45,13092,870,1000,13222,0.066453,15,58.0000,205
Greedy DFS,46,13222,886,1000,13336,0.067010,15,59.0667,200
Greedy DFS,47,13336,845,1000,13491,0.063362,14,60.3571,221
Greedy DFS,48,13491,935,1000,13556,0.069305,13,71.9231,220
Greedy DFS,49,13556,893,1000,13663,0.065875,15,59.5333,140
Greedy DFS,50,13663,869,1000,13794,0.063602,15,57.9333,130
Greedy DFS,51,13794,871,1000,13923,0.063143,18,48.3889,148
Greedy DFS,52,13923,857,1000,14066,0.061553,13,65.9231,204
Greedy DFS,53,14066,841,1000,14225,0.059790,15,56.0667,200
Greedy DFS,54,14225,841,1000,14384,0.059121,16,52.5625,146
Greedy DFS,55,14384,859,1000,14525,0.059719,16,53.6875,138
Greedy DFS,56,14525,797,1000,14728,0.054871,14,56.9286,158
Greedy DFS,57,14728,843,1000,14885,0.057238,14,60.2143,185
Greedy DFS,58,14885,923,1000,14962,0.062009,11,83.9091,261
Greedy DFS,59,14962,897,1000,15065,0.059952,12,74.7500,269
Greedy DFS,60,15065,818,1000,15247,0.054298,12,68.1667,187
Greedy DFS,61,15247,811,1000,15436,0.053191,12,67.5833,251
Greedy DFS,62,15436,849,1000,15587,0.055001,15,56.6000,159
Greedy DFS,63,15587,859,1000,15728,0.055110,17,50.5294,245
