algorithm,day,waitlist_before,patients_resolved,new_requests,waitlist_after,satisfaction_rate,cycles_found,avg_cycle_length,max_cycle_length,avg_wait_days,max_wait_days,cross_requests_added,cross_resolved,solve_ms
Util Linear,14,72,30,40,82,0.416667,15,2.0000,2,1.0000,1,0,0,0.0529
Util Linear,15,82,30,40,92,0.365854,15,2.0000,2,1.0333,2,0,0,0.0337
Util Linear,16,92,48,40,84,0.521739,24,2.0000,2,1.2917,3,0,0,0.0456
Util Linear,17,84,40,40,84,0.476190,20,2.0000,2,1.3750,7,0,0,0.0405
Util Linear,18,84,50,40,74,0.595238,25,2.0000,2,1.8400,7,0,0,0.0451
Util Linear,19,74,38,40,76,0.513514,19,2.0000,2,1.0000,1,0,0,0.0374
Util Linear,20,76,38,40,78,0.500000,19,2.0000,2,1.0000,1,0,0,0.0378
Util Exp 1.01,1,200,186,40,54,0.930000,93,2.0000,2,1.0000,1,0,0,0.2314
Util Exp 1.01,2,54,48,40,46,0.888889,24,2.0000,2,1.2292,2,0,0,0.0423
Util Exp 1.01,3,46,34,40,52,0.739130,17,2.0000,2,1.0000,1,0,0,0.0331
Util Exp 1.01,4,52,30,40,62,0.576923,15,2.0000,2,1.0333,2,0,0,0.0315
Util Exp 1.01,5,62,38,40,64,0.612903,19,2.0000,2,1.2368,3,0,0,0.0420
Util Exp 1.01,6,64,34,40,70,0.531250,17,2.0000,2,1.0000,1,0,0,0.0358
Util Exp 1.01,7,70,44,40,66,0.628571,22,2.0000,2,1.3409,5,0,0,0.0449
Util Exp 1.01,8,66,38,40,68,0.575758,19,2.0000,2,1.1579,4,0,0,0.0581
Util Exp 1.01,9,68,42,40,66,0.617647,21,2.0000,2,1.3095,6,0,0,0.0349
Util Exp 1.01,10,66,42,40,64,0.636364,21,2.0000,2,1.2381,8,0,0,0.0351
Util Exp 1.01,11,64,38,40,66,0.593750,19,2.0000,2,1.0000,1,0,0,0.0343
Util Exp 1.01,12,66,36,40,70,0.545455,18,2.0000,2,1.0000,1,0,0,0.0330
Util Exp 1.01,13,70,38,40,72,0.542857,19,2.0000,2,1.0526,3,0,0,0.0340
Util Exp 1.01,14,72,30,40,82,0.416667,15,2.0000,2,1.0000,1,0,0,0.0445
Util Exp 1.01,15,82,30,40,92,0.365854,15,2.0000,2,1.0333,2,0,0,0.0319
Util Exp 1.01,16,92,48,40,84,0.521739,24,2.0000,2,1.2917,3,0,0,0.0444
Util Exp 1.01,17,84,40,40,84,0.476190,20,2.0000,2,1.3750,7,0,0,0.0554
Util Exp 1.01,18,84,50,40,74,0.595238,25,2.0000,2,1.8400,7,0,0,0.0408
Util Exp 1.01,19,74,38,40,76,0.513514,19,2.0000,2,1.0000,1,0,0,0.0328
Util Exp 1.01,20,76,38,40,78,0.500000,19,2.0000,2,1.0000,1,0,0,0.0350
Util Exp 1.05,1,200,186,40,54,0.930000,93,2.0000,2,1.0000,1,0,0,0.2061
Util Exp 1.05,2,54,48,40,46,0.888889,24,2.0000,2,1.2292,2,0,0,0.0509
Util Exp 1.05,3,46,34,40,52,0.739130,17,2.0000,2,1.0000,1,0,0,0.0269
Util Exp 1.05,4,52,30,40,62,0.576923,15,2.0000,2,1.0333,2,0,0,0.0262
Util Exp 1.05,5,62,38,40,64,0.612903,19,2.0000,2,1.2368,3,0,0,0.0320
Util Exp 1.05,6,64,34,40,70,0.531250,17,2.0000,2,1.0000,1,0,0,0.0301
Util Exp 1.05,7,70,44,40,66,0.628571,22,2.0000,2,1.3409,5,0,0,0.0357
Util Exp 1.05,8,66,38,40,68,0.575758,19,2.0000,2,1.1579,4,0,0,0.0327
Util Exp 1.05,9,68,42,40,66,0.617647,21,2.0000,2,1.3095,6,0,0,0.0340
Util Exp 1.05,10,66,42,40,64,0.636364,21,2.0000,2,1.2381,8,0,0,0.0342
Util Exp 1.05,11,64,38,40,66,0.593750,19,2.0000,2,1.0000,1,0,0,0.0487
Util Exp 1.05,12,66,36,40,70,0.545455,18,2.0000,2,1.0000,1,0,0,0.0331
Util Exp 1.05,13,70,38,40,72,0.542857,19,2.0000,2,1.0526,3,0,0,0.0338
Util Exp 1.05,14,72,30,40,82,0.416667,15,2.0000,2,1.0000,1,0,0,0.0445
Util Exp 1.05,15,82,30,40,92,0.365854,15,2.0000,2,1.0333,2,0,0,0.0310
Util Exp 1.05,16,92,48,40,84,0.521739,24,2.0000,2,1.2917,3,0,0,0.0586
Util Exp 1.05,17,84,40,40,84,0.476190,20,2.0000,2,1.3750,7,0,0,0.0374
Util Exp 1.05,18,84,50,40,74,0.595238,25,2.0000,2,1.8400,7,0,0,0.0411
Util Exp 1.05,19,74,38,40,76,0.513514,19,2.0000,2,1.0000,1,0,0,0.0890
Util Exp 1.05,20,76,38,40,78,0.500000,19,2.0000,2,1.0000,1,0,0,0.0350
Util Exp 1.1,1,200,186,40,54,0.930000,93,2.0000,2,1.0000,1,0,0,0.2033
Util Exp 1.1,2,54,48,40,46,0.888889,24,2.0000,2,1.2292,2,0,0,0.0342
Util Exp 1.1,3,46,34,40,52,0.739130,17,2.0000,2,1.0000,1,0,0,0.0268
Util Exp 1.1,4,52,30,40,62,0.576923,15,2.0000,2,1.0333,2,0,0,0.0794
Util Exp 1.1,5,62,38,40,64,0.612903,19,2.0000,2,1.2368,3,0,0,0.0316
Util Exp 1.1,6,64,34,40,70,0.531250,17,2.0000,2,1.0000,1,0,0,0.0299
Util Exp 1.1,7,70,44,40,66,0.628571,22,2.0000,2,1.3409,5,0,0,0.0357
Util Exp 1.1,8,66,38,40,68,0.575758,19,2.0000,2,1.1579,4,0,0,0.0312
Util Exp 1.1,9,68,42,40,66,0.617647,21,2.0000,2,1.3095,6,0,0,0.0338
Util Exp 1.1,10,66,42,40,64,0.636364,21,2.0000,2,1.2381,8,0,0,0.0347
Util Exp 1.1,11,64,38,40,66,0.593750,19,2.0000,2,1.0000,1,0,0,0.0515
Util Exp 1.1,12,66,36,40,70,0.545455,18,2.0000,2,1.0000,1,0,0,0.0331
Util Exp 1.1,13,70,38,40,72,0.542857,19,2.0000,2,1.0526,3,0,0,0.0345
Util Exp 1.1,14,72,30,40,82,0.416667,15,2.0000,2,1.0000,1,0,0,0.0306
Util Exp 1.1,15,82,30,40,92,0.365854,15,2.0000,2,1.0333,2,0,0,0.0306
Util Exp 1.1,16,92,48,40,84,0.521739,24,2.0000,2,1.2917,3,0,0,0.0418
Util Exp 1.1,17,84,40,40,84,0.476190,20,2.0000,2,1.3750,7,0,0,0.0374
Util Exp 1.1,18,84,50,40,74,0.595238,25,2.0000,2,1.8400,7,0,0,0.0411
Util Exp 1.1,19,74,38,40,76,0.513514,19,2.0000,2,1.0000,1,0,0,0.0325
Util Exp 1.1,20,76,38,40,78,0.500000,19,2.0000,2,1.0000,1,0,0,0.0349
Util Exp 1.5,1,200,186,40,54,0.930000,93,2.0000,2,1.0000,1,0,0,0.2014
Util Exp 1.5,2,54,48,40,46,0.888889,24,2.0000,2,1.2292,2,0,0,0.0338
Util Exp 1.5,3,46,34,40,52,0.739130,17,2.0000,2,1.0000,1,0,0,0.0275
Util Exp 1.5,4,52,30,40,62,0.576923,15,2.0000,2,1.0333,2,0,0,0.0267
Util Exp 1.5,5,62,38,40,64,0.612903,19,2.0000,2,1.2368,3,0,0,0.0317
Util Exp 1.5,6,64,34,40,70,0.531250,17,2.0000,2,1.0000,1,0,0,0.0312
Util Exp 1.5,7,70,44,40,66,0.628571,22,2.0000,2,1.3409,5,0,0,0.0536
Util Exp 1.5,8,66,38,40,68,0.575758,19,2.0000,2,1.1579,4,0,0,0.0397
Util Exp 1.5,9,68,42,40,66,0.617647,21,2.0000,2,1.3095,6,0,0,0.0514
Util Exp 1.5,10,66,42,40,64,0.636364,21,2.0000,2,1.2381,8,0,0,0.0352
Util Exp 1.5,11,64,38,40,66,0.593750,19,2.0000,2,1.0000,1,0,0,0.0622
Util Exp 1.5,12,66,36,40,70,0.545455,18,2.0000,2,1.0000,1,0,0,0.0330
Util Exp 1.5,13,70,38,40,72,0.542857,19,2.0000,2,1.0526,3,0,0,0.0351
Util Exp 1.5,14,72,30,40,82,0.416667,15,2.0000,2,1.0000,1,0,0,0.0808
Util Exp 1.5,15,82,30,40,92,0.365854,15,2.0000,2,1.0333,2,0,0,0.0305
Util Exp 1.5,16,92,48,40,84,0.521739,24,2.0000,2,1.2917,3,0,0,0.0593
Util Exp 1.5,17,84,40,40,84,0.476190,20,2.0000,2,1.3750,7,0,0,0.0373
Util Exp 1.5,18,84,50,40,74,0.595238,25,2.0000,2,1.8400,7,0,0,0.0415
Util Exp 1.5,19,74,38,40,76,0.513514,19,2.0000,2,1.0000,1,0,0,0.0507
Util Exp 1.5,20,76,38,40,78,0.500000,19,2.0000,2,1.0000,1,0,0,0.0350
Util Exp 1.9,1,200,186,40,54,0.930000,93,2.0000,2,1.0000,1,0,0,0.2047
Util Exp 1.9,2,54,48,40,46,0.888889,24,2.0000,2,1.2292,2,0,0,0.0341
Util Exp 1.9,3,46,34,40,52,0.739130,17,2.0000,2,1.0000,1,0,0,0.0276
Util Exp 1.9,4,52,30,40,62,0.576923,15,2.0000,2,1.0333,2,0,0,0.0268
Util Exp 1.9,5,62,38,40,64,0.612903,19,2.0000,2,1.2368,3,0,0,0.0443
Util Exp 1.9,6,64,34,40,70,0.531250,17,2.0000,2,1.0000,1,0,0,0.0419
Util Exp 1.9,7,70,44,40,66,0.628571,22,2.0000,2,1.3409,5,0,0,0.0498
Util Exp 1.9,8,66,38,40,68,0.575758,19,2.0000,2,1.1579,4,0,0,0.0321
Util Exp 1.9,9,68,42,40,66,0.617647,21,2.0000,2,1.3095,6,0,0,0.0477
Util Exp 1.9,10,66,42,40,64,0.636364,21,2.0000,2,1.2381,8,0,0,0.0346
Util Exp 1.9,11,64,38,40,66,0.593750,19,2.0000,2,1.0000,1,0,0,0.0328
Util Exp 1.9,12,66,36,40,70,0.545455,18,2.0000,2,1.0000,1,0,0,0.0326
Util Exp 1.9,13,70,38,40,72,0.542857,19,2.0000,2,1.0526,3,0,0,0.0338
Util Exp 1.9,14,72,30,40,82,0.416667,15,2.0000,2,1.0000,1,0,0,0.0303
Util Exp 1.9,15,82,30,40,92,0.365854,15,2.0000,2,1.0333,2,0,0,0.0311
Util Exp 1.9,16,92,48,40,84,0.521739,24,2.0000,2,1.2917,3,0,0,0.0423
Util Exp 1.9,17,84,40,40,84,0.476190,20,2.0000,2,1.3750,7,0,0,0.0380
Util Exp 1.9,18,84,50,40,74,0.595238,25,2.0000,2,1.8400,7,0,0,0.0600
Util Exp 1.9,19,74,38,40,76,0.513514,19,2.0000,2,1.0000,1,0,0,0.0332
Util Exp 1.9,20,76,38,40,78,0.500000,19,2.0000,2,1.0000,1,0,0,0.0347
